MANDT	KUNNR	LAND1	NAME1	NAME2	NAME3	NAME4	SORTL	ORT01	PSTLZ	REGIO	STRAS	PFACH	PSTL2	ADRNR	KTOKD	XCPDK	LOEVM	SPERR	KNRZA	KONZS	SPRAS	ERDAT	ERNAM	TELF1	STCD1	STCD2	STCEG
100	0000100451	DE	Langtal Dichtungstechnik AG				LANGTAL	Duisburg	47051	NW	Rosengasse 119			0500000291	DEBI						D	20230307	SAPUSER5	0443 4389654	346/371/11219		DE519238231
100	0000100452	PL	Hartgrund Möbelwerke S.A.				HARTGRUND	Poznan	60-001		Feldallee 83b			0500000292	DEBI						E	20231104	SAPUSER1	0696 8394694			PL2435945005
100	0000100454	DE	Sandfels Werkzeugbau GmbH				SANDFELS	Baden-Baden	76530	BW	Eichendamm 5b			0500000293	DEBI				0000100450		D	20200914	SAPUSER3	0583 3370383	587/701/84340		DE103109526
100	0000100455	DE	Rheinau Systemtechnik GmbH				RHEINAU	Bergheim	50126	NW	Heideplatz 30			0500000294	DEBI						D	20231011	SAPUSER3	0958 9012373	199/703/46821		DE132507065
100	0000100457	NL	Zederfurt Zerspanung B.V.				ZEDERFURT	Eindhoven	5611 AZ		Schuldamm 182			0500000295	DEBI						E	20221003	SAPUSER3	0461 4776236			NL897607231B85
100	0000100460	AT	Altbrück Fördertechnik KG				ALTBRÜCK	Wels	4600		Brunnenallee 152a			0500000296	DEBI						D	20200310	SAPUSER5	0927 1362079			ATU15240818
100	0000100462	DE	Ostfurt Oberflächentechnik GmbH				OSTFURT	Bergheim	50126	NW	Heideplatz 30			0500000297	DEBI				0000100455		D	20221210	SAPUSER5	0441 6947367	727/663/74237		DE649960574
100	0000100464	DE	Hartwald Formenbau GmbH				HARTWALD	Schwerin	19053	MV	Tannenring 114			0500000298	DEBI						D	20240326	SAPUSER2	0352 5733828	841/305/17354		DE125809001
100	0000100466	DE	Holunderweg Anlagenbau KG				HOLUNDERWE	Schwerin	19053	MV	Tannenring 114			0500000299	DEBI				0000100464		D	20240729	SAPUSER5	0743 4525442	379/340/71418		DE477388617
100	0000100468	AT	Ulmenheim Textilien GmbH				ULMENHEIM	Salzburg	5020		Haselallee 64			0500000300	DEBI						D	20210928	SAPUSER3	0986 1797382			ATU90421743
100	0000100469	DE	Grünwald Handel GmbH				GRÜNWALD	Erlangen	91052	BY	Rosenplatz 121			0500000301	DEBI						D	20220216	SAPUSER4	0533 798978	905/513/86583		DE162618718
100	0000100470	DE	Mühlau Maschinenbau e.K.				MÜHLAU	Erlangen	91052	BY	Rosenplatz 121			0500000302	DEBI				0000100469		D	20190315	SAPUSER3	0746 8083822	177/281/23880		DE674070353
100	0000100471	US	Steinheim Getränke LLC				STEINHEIM	Houston	77002	TX	Raiffeisenplatz 83			0500000303	KUNA	X					E	20210319	SAPUSER5	0715 387390			
100	0000100472	DE	Weidensee Metallbau e.K.				WEIDENSEE	Torgau	04860	SN	Sonnenring 156			0500000304	DEBI						D	20240213	SAPUSER3	0895 311556	552/847/70478		DE835057652
100	0000100473	DE	Kleinweg Umformtechnik GmbH				KLEINWEG	Bonn	53111	NW	Schulweg 133			0500000305	DEBI						D	20210111	SAPUSER1	0885 9593123	767/293/13850		DE645627540
100	0000100477	DE	Fichtenmark Metallbau GmbH				FICHTENMAR	Bonn	53111	NW	Schulweg 133			0500000306	DEBI				0000100473		D	20200108	SAPUSER2	0726 7977394	977/101/84996		DE298311840
100	0000100479	DE	Lindenburg Stahlbau SE				LINDENBURG	Bremen	28195	HB	Ulmendamm 116			0500000307	DEBI						D	20210724	SAPUSER3	0566 3312267	475/162/32224		DE810383553
100	0000100480	DE	Dornfurt Armaturen KGaA				DORNFURT	Bremen	28195	HB	Ulmendamm 116			0500000308	DEBI				0000100479		D	20200207	SAPUSER2	0705 3326521	736/153/78153		DE291447660
100	0000100481	DE	Kleinmark Bauelemente GmbH				KLEINMARK	Norderstedt	22846	SH	Feldgasse 66a			0500000309	DEBI						D	20240402	SAPUSER1	0564 7539156	368/294/25791		DE813069556
100	0000100484	DE	Waldmark Schweißtechnik GmbH				WALDMARK	Itzehoe	25524	SH	Domgasse 121			0500000310	DEBI						D	20240731	SAPUSER1	0989 4889819	155/825/77613		DE269145061
100	0000100485	DE	Zederfels Papier e.K.				ZEDERFELS	Oberhausen	46045	NW	Lindenring 54			0500000311	DEBI						D	20240816	SAPUSER2	0658 8699027	873/176/57918		DE525228535
100	0000100490	DE	Erlendorf Systemtechnik GmbH & Co. KG				ERLENDORF	Goslar	38640	NI	Poststraße 103			0500000312	DEBI						D	20200803	SAPUSER1	0869 545118	840/834/57630		DE654271582
100	0000100492	DE	Falkenburg Anlagenbau AG				FALKENBURG	Eckernförde	24340	SH	Eichenring 165b			0500000313	DEBI						D	20200111	SAPUSER3	0321 2987063	446/939/53041		DE529330909
100	0000100493	NL	Talburg Fahrzeugteile B.V.				TALBURG	Breda	4811 DJ		Domweg 182			0500000314	KUNA	X					E	20221118	SAPUSER3	0658 3886628			NL013167787B80
100	0000100496	DE	Buchenfels Oberflächentechnik GmbH				BUCHENFELS	Potsdam	14467	BB	Ahorndamm 86			0500000315	DEBI						D	20210223	SAPUSER5	0807 1112503	454/343/94210		DE192376009
100	0000100499	DE	Buchenweg Armaturen KGaA				BUCHENWEG	Ansbach	91522	BY	Pappelplatz 195			0500000316	DEBI						D	20211029	SAPUSER2	0684 5915505	425/353/46940		DE256376085
100	0000100505	FR	Hartfels Hydraulik S.A.S.				HARTFELS	Paris	75001		Burgstraße 106b			0500000317	DEBI						F	20231209	SAPUSER3	0230 3601830			FR76180460931
100	0000100506	PL	Bernau Lagertechnik S.A.				BERNAU	Katowice	40-001		Raiffeisengasse 195			0500000318	DEBI						E	20220831	SAPUSER2	0685 1507307			PL6089473687
100	0000100508	DE	Weidental Behälterbau GmbH				WEIDENTAL	Minden	32423	NW	Feldallee 75			0500000319	DEBI						D	20190129	SAPUSER4	0502 6039351	133/280/55281		DE123075665
100	0000100512	DE	Eichweg Umformtechnik GmbH				EICHWEG	Wolfsburg	38440	NI	Mühlenallee 72b			0500000320	DEBI						D	20240425	SAPUSER3	0930 8010617	108/826/55564		DE423902390
100	0000100513	DE	Neubach Lebensmittel KG				NEUBACH	Bamberg	96047	BY	Postplatz 119			0500000321	DEBI						D	20191112	SAPUSER3	0954 7793597	692/862/54432		DE318635768
100	0000100514	DE	Kiefernfels Lagertechnik GmbH				KIEFERNFEL	Kassel	34117	HE	Fasanengasse 12	43564	34117	0500000322	DEBI						D	20200101	SAPUSER2	0632 3458071	980/460/15280		DE462466792
100	0000100515	DE	Mühlried Apparatebau GmbH				MÜHLRIED	Schwäbisch Gmünd	73525	BW	Sonnengasse 57			0500000323	DEBI						D	20200410	SAPUSER4	0298 8394314	279/706/52293		DE447942951
100	0000100516	DE	Hochburg Stahlbau GmbH				HOCHBURG	Offenburg	77652	BW	Pappeldamm 121a	29881	77652	0500000324	KUNA	X					D	20221026	SAPUSER3	0901 829657	419/863/71301		DE471438929
100	0000100519	IT	Fichtengrund Verpackungen S.r.l.				FICHTENGRU	Torino	10121		Marktdamm 118b			0500000325	DEBI						I	20191226	SAPUSER5	0837 1455633			IT36963952449
100	0000100520	DE	Bergfeld Handel OHG				BERGFELD	Kempten	87435	BY	Domring 38			0500000326	DEBI						D	20240317	SAPUSER3	0840 4890868	380/247/94634		DE863572053
100	0000100521	IT	Feldmark Speditionen S.p.A.				FELDMARK	Roma	00184		Schulstraße 48			0500000327	DEBI						I	20230824	SAPUSER4	0865 4342405			IT13311765566
100	0000100522	AT	Kastanienfurt Speditionen GmbH				KASTANIENF	Linz	4020		Bahnhofallee 61b			0500000328	DEBI						D	20230619	SAPUSER5	0818 9809008			ATU55894124
100	0000100524	DE	Nordsee Präzisionsteile GmbH & Co. KG				NORDSEE	Langenfeld	40764	NW	Bahnhofallee 59			0500000329	DEBI						D	20210627	SAPUSER1	0446 5261188	945/547/83092		DE448223691
100	0000100526	DE	Feldsee Fördertechnik GmbH & Co. KG				FELDSEE	Meerbusch	40667	NW	Hafengasse 164a			0500000330	DEBI						D	20210718	SAPUSER5	0999 3746641	311/994/84570		DE281708567
100	0000100527	US	Reinwald Getränke Inc.				REINWALD	Boston	02110	MA	Domstraße 12			0500000331	DEBI						E	20210421	SAPUSER5	0412 8167814			
100	0000100530	FR	Erlenweg Maschinenbau S.A.R.L.				ERLENWEG	Toulouse	31000		Bahnhofgasse 138			0500000332	DEBI						F	20191108	SAPUSER4	0895 8086628			FR33117889936
100	0000100531	DE	Feldberg Möbelwerke OHG				FELDBERG	Fulda	36037	HE	Pappelweg 102a			0500000333	DEBI						D	20220810	SAPUSER1	0293 4695841	331/308/30550		DE550073159
100	0000100533	DE	Kastanienmark Anlagenbau GmbH				KASTANIENM	Dinslaken	46535	NW	Tannenweg 50			0500000334	DEBI						D	20210115	SAPUSER5	0548 322728	740/636/68850		DE335206301
100	0000100534	DE	Hochtal Werkzeugbau GmbH				HOCHTAL	Mönchengladbach	41061	NW	Nussbaumallee 119			0500000335	DEBI						D	20240103	SAPUSER4	0930 7901364	532/637/29892		DE271363851
100	0000100537	DE	Waldhof Industrieservice AG				WALDHOF	Witten	58452	NW	Lindendamm 178			0500000336	DEBI						D	20210803	SAPUSER4	0646 4821441	826/744/55742		DE673628937
100	0000100540	CH	Weidenhaus Chemie AG				WEIDENHAUS	Sankt Gallen	9000		Lerchenallee 125			0500000337	DEBI						D	20200623	SAPUSER1	0582 5481124			CHE328485729MWST
100	0000100541	DE	Kleingrund Handel eG				KLEINGRUND	Reinbek	21465	SH	Lindenring 163b			0500000338	KUNA	X					D	20240226	SAPUSER5	0918 9878300	852/118/62535		DE591084482
100	0000100542	DE	Langhof Industrieservice GmbH				LANGHOF	Remscheid	42853	NW	Ahornweg 153			0500000339	DEBI						D	20190710	SAPUSER4	0687 414688	796/122/96134		DE341258142
100	0000100545	DE	Eichmark Oberflächentechnik GmbH & Co. KG				EICHMARK	Pirna	01796	SN	Ulmenweg 196			0500000340	DEBI						D	20231101	SAPUSER4	0383 2980636	252/576/45311		DE313981921
100	0000100546	DE	Steindorf Armaturen UG (haftungsbeschränkt)				STEINDORF	Langenfeld	40764	NW	Feldweg 145			0500000341	DEBI						D	20210822	SAPUSER5	0228 4155866	510/817/78036		DE493151078
100	0000100548	DE	Neusee Möbelwerke GmbH				NEUSEE	Gelsenkirchen	45879	NW	Lindenplatz 124			0500000342	DEBI						D	20221027	SAPUSER4	0807 9845011	981/475/40262		DE733564133
100	0000100552	FR	Ulmenstein Lagertechnik S.A.R.L.				ULMENSTEIN	Lille	59000		Nelkengasse 31			0500000343	KUNA	X					F	20200802	SAPUSER3	0433 8467229			FR88414460800
100	0000100553	DE	Zedergrund Systemtechnik GmbH				ZEDERGRUND	Hamm	59065	NW	Bahnhofweg 165			0500000344	DEBI						D	20220505	SAPUSER4	0772 6870233	674/380/46209		DE723244425
100	0000100554	DE	Reinsee Hydraulik GmbH				REINSEE	Dortmund	44135	NW	Domallee 80			0500000345	DEBI						D	20191010	SAPUSER3	0213 1856661	615/541/81089		DE759643286
100	0000100555	DE	Reinheim Fördertechnik GmbH & Co. KG				REINHEIM	Frankfurt am Main	60311	HE	Nussbaumring 101			0500000346	DEBI						D	20200126	SAPUSER2	0845 5164347	847/745/46495		DE973821316
100	0000100556	DE	Reinfurt Bedachungen GmbH				REINFURT	Ratingen	40878	NW	Nelkenplatz 152			0500000347	DEBI						D	20210619	SAPUSER1	0486 4367160	226/865/52993		DE476043438
100	0000100559	IT	Feldbach Sanitärtechnik S.p.A.				FELDBACH	Milano	20121		Birkenallee 147			0500000348	DEBI						I	20210608	SAPUSER1	0227 8385924			IT54710923868
100	0000100560	IT	Fichtenbach Aufzugstechnik S.p.A.				FICHTENBAC	Brescia	25121		Rosenallee 103			0500000349	DEBI						I	20210306	SAPUSER1	0660 1107658			IT98406369789
100	0000100561	PL	Reinau Baustoffe Sp. z o.o.				REINAU	Szczecin	70-001		Domgasse 88a			0500000350	DEBI						E	20221013	SAPUSER1	0551 4293070			PL5101967525
100	0000100562	NL	Kastanienmark Hydraulik B.V.				KASTANIENM	Utrecht	3511 LX		Industriegasse 164b			0500000351	DEBI						E	20211021	SAPUSER4	0410 6516422			NL728091277B43
100	0000100566	DE	Nordgrund Lebensmittel GmbH & Co. KG				NORDGRUND	Elmshorn	25335	SH	Burgplatz 195b			0500000352	DEBI						D	20190926	SAPUSER3	0957 6025161	666/894/64955		DE649432151
100	0000100567	DE	Hochfels Baustoffe AG				HOCHFELS	Worms	67547	RP	Domweg 35			0500000353	DEBI						D	20210203	SAPUSER3	0422 7623948	262/240/90442		DE671308523
100	0000100570	DE	Fichtenbach Schleiftechnik GmbH				FICHTENBAC	Passau	94032	BY	Rosenweg 167			0500000354	DEBI						D	20220305	SAPUSER5	0284 6195765	634/794/94033		DE658717411
100	0000100572	DE	Birkendorf Bauelemente GmbH				BIRKENDORF	Aachen	52062	NW	Ulmendamm 183			0500000355	DEBI						D	20210301	SAPUSER1	0926 3198055	389/667/12598		DE777218409
100	0000100573	DE	Dornstein Stahlbau e.K.				DORNSTEIN	Winsen	21423	NI	Raiffeisenallee 185			0500000356	DEBI						D	20220617	SAPUSER1	0410 8166935	282/731/37412		DE755290186
100	0000100574	DE	Birkenheim Lagertechnik GmbH & Co. KG				BIRKENHEIM	Quedlinburg	06484	ST	Mühlenweg 54			0500000357	DEBI						D	20230624	SAPUSER1	0813 4071510	710/729/90499		DE774617624
100	0000100578	DE	Feldfurt Armaturen SE				FELDFURT	Buxtehude	21614	NI	Brunnenring 107b			0500000358	DEBI						D	20200110	SAPUSER4	0960 4543967	731/523/77721		DE485863312
100	0000100579	DE	Reinberg Messtechnik GmbH				REINBERG	Wittenberg	06886	ST	Brunnengasse 198			0500000359	DEBI						D	20210520	SAPUSER2	0205 9824260	898/410/40586		DE426074107
100	0000100580	FR	Haselhof Lebensmittel S.A.				HASELHOF	Lille	59000		Haseldamm 4a	98520	59000	0500000360	DEBI						F	20210603	SAPUSER3	0931 2374952			FR48408133295
100	0000100581	DE	Erlenburg Verpackungen GmbH				ERLENBURG	Heide	25746	SH	Eichendamm 9			0500000361	KUNA	X					D	20220829	SAPUSER5	0700 7485804	485/299/36367		DE169276569
100	0000100582	DE	Weidenhof Bedachungen AG				WEIDENHOF	Lippstadt	59555	NW	Erlenallee 135			0500000362	DEBI						D	20210916	SAPUSER1	0223 4691935	378/283/22593		DE514125234
100	0000100584	AT	Rotfeld Zerspanung GmbH				ROTFELD	Innsbruck	6020		Marktallee 13			0500000363	DEBI						D	20220401	SAPUSER5	0322 9782154			ATU93361560
100	0000100585	DE	Fichtenfels Systemtechnik GmbH & Co. KG				FICHTENFEL	Langenfeld	40764	NW	Schulring 194			0500000364	DEBI						D	20200821	SAPUSER3	0412 3374092	914/569/98920		DE453414362
100	0000100586	DE	Rotfeld Druckguss GmbH				ROTFELD	Rostock	18055	MV	Quellenweg 128b			0500000365	DEBI						D	20190913	SAPUSER4	0442 5965027	338/995/21582		DE659535796
100	0000100587	DE	Falkendorf Pumpen eG				FALKENDORF	Potsdam	14467	BB	Lerchenring 116			0500000366	DEBI						D	20240411	SAPUSER1	0333 7291896	905/243/30625		DE534708266
100	0000100588	DE	Lärchenhof Möbelwerke GmbH & Co. KG				LÄRCHENHOF	Bayreuth	95444	BY	Tannenweg 60	18072	95444	0500000367	KUNA	X					D	20230319	SAPUSER3	0572 4621791	226/184/51626		DE475336515
100	0000100593	PL	Buchenbach Speditionen S.A.				BUCHENBACH	Krakow	30-001		Sonnenring 43			0500000368	DEBI						E	20221006	SAPUSER4	0403 4413055			PL4573917170
100	0000100595	DE	Eichhof Möbelwerke GmbH				EICHHOF	Köln	50667	NW	Schulstraße 86			0500000369	DEBI						D	20220610	SAPUSER2	0596 1630324	667/314/34248		DE201048521
100	0000100599	DE	Grünhaus Maschinenbau GmbH				GRÜNHAUS	Deggendorf	94469	BY	Birkenplatz 27	69712	94469	0500000370	DEBI						D	20210929	SAPUSER4	0509 4535521	372/518/79527		DE612914767
100	0000100600	NL	Erlenmark Aufzugstechnik B.V.				ERLENMARK	Utrecht	3511 LX		Rosenplatz 147a			0500000371	DEBI						E	20210313	SAPUSER5	0819 4872788			NL742109447B54
100	0000100601	NL	Holunderdorf Klimatechnik N.V.				HOLUNDERDO	Eindhoven	5611 AZ		Rosenring 110			0500000372	DEBI						E	20240123	SAPUSER5	0616 7349591			NL929678732B18
100	0000100602	DE	Westau Textilien GmbH				WESTAU	Berlin	10115	BE	Eichenstraße 27a			0500000373	DEBI						D	20210208	SAPUSER1	0894 5205029	273/693/93289		DE530865521
100	0000100603	DE	Feldwald Chemie KG				FELDWALD	Gelsenkirchen	45879	NW	Birkenring 112			0500000374	DEBI						D	20210510	SAPUSER1	0785 1156575	477/165/92826		DE424007634
100	0000100604	DE	Grüntal Apparatebau GmbH				GRÜNTAL	Worms	67547	RP	Marktdamm 104a			0500000375	DEBI						D	20221004	SAPUSER4	0434 962898	130/858/63363		DE133792241
100	0000100605	DE	Weidenbrück Schweißtechnik GmbH				WEIDENBRÜC	Stade	21682	NI	Hafendamm 158			0500000376	DEBI						D	20231024	SAPUSER4	0524 7897715	171/157/44379		DE352889015
100	0000100609	DE	Südtal Fahrzeugteile SE				SÜDTAL	Amberg	92224	BY	Burgallee 24			0500000377	DEBI						D	20240109	SAPUSER1	0675 9705422	485/579/40277		DE207882230
100	0000100610	IT	Eichfurt Klimatechnik S.p.A.				EICHFURT	Firenze	50122		Sonnenstraße 184			0500000378	KUNA	X					I	20220219	SAPUSER3	0403 5980337			IT13255313809
100	0000100613	DE	Steinmark Haustechnik GmbH				STEINMARK	Wittenberg	06886	ST	Fasanenallee 80			0500000379	DEBI						D	20221108	SAPUSER2	0690 699119	987/951/82618		DE777380861
100	0000100614	DE	Erlengrund Schleiftechnik GmbH & Co. KG				ERLENGRUND	Lingen	49808	NI	Raiffeisenplatz 137b			0500000380	DEBI						D	20210717	SAPUSER1	0679 6328346	417/896/83036		DE571240881
100	0000100615	DE	Kiefernburg Lagertechnik GmbH & Co. KG				KIEFERNBUR	Augsburg	86150	BY	Eichenstraße 80			0500000381	DEBI						D	20210920	SAPUSER3	0476 4407477	645/163/71745		DE536167596
100	0000100617	CH	Holunderdorf Werkzeugbau GmbH				HOLUNDERDO	Lausanne	1003		Burgweg 39			0500000382	DEBI						D	20220313	SAPUSER5	0889 5814069			CHE638666416MWST
100	0000100618	DE	Westgrund Papier GmbH & Co. KG				WESTGRUND	Reutlingen	72764	BW	Sonnenring 6a	38607	72764	0500000383	DEBI						D	20220210	SAPUSER2	0777 8839350	163/909/26143		DE173540366
100	0000100619	DE	Birkenbrück Handel GmbH				BIRKENBRÜC	Dinslaken	46535	NW	Mühlengasse 83a			0500000384	DEBI						D	20231017	SAPUSER3	0526 465698	101/639/18050		DE447583463
100	0000100620	IT	Zederbach Haustechnik S.r.l.				ZEDERBACH	Firenze	50122		Industrieplatz 160			0500000385	DEBI						I	20240812	SAPUSER5	0484 2210534			IT40116187484
100	0000100621	DE	Talheim Umformtechnik GmbH				TALHEIM	Merseburg	06217	ST	Amseldamm 111b			0500000386	KUNA	X					D	20221024	SAPUSER4	0364 9527820	634/843/45562		DE498513433
100	0000100624	PL	Bergtal Antriebstechnik Sp. z o.o.				BERGTAL	Poznan	60-001		Tannengasse 143			0500000387	DEBI						E	20220603	SAPUSER5	0469 3318524			PL6263419813
100	0000100626	DE	Brandheim Zerspanung GmbH				BRANDHEIM	Neuwied	56564	RP	Burgplatz 115			0500000388	KUNA	X					D	20211129	SAPUSER2	0822 3758289	461/239/26541		DE400377700
100	0000100627	DE	Nordgrund Fördertechnik GmbH & Co. KG				NORDGRUND	Ludwigshafen am Rhein	67059	RP	Nussbaumgasse 146	48209	67059	0500000389	DEBI						D	20221223	SAPUSER3	0414 909797	332/961/56475		DE508832348
100	0000100629	DE	Langburg Klimatechnik AG				LANGBURG	Regensburg	93047	BY	Gartenweg 169a			0500000390	DEBI						D	20200821	SAPUSER5	0634 3492365	661/828/23400		DE818632193
100	0000100632	DE	Talhof Dichtungstechnik KGaA				TALHOF	Braunschweig	38100	NI	Ulmengasse 71			0500000391	DEBI						D	20221012	SAPUSER2	0726 4931289	792/607/69534		DE359931837
100	0000100633	DE	Lärchenfurt Aufzugstechnik GmbH & Co. KG				LÄRCHENFUR	Ludwigshafen am Rhein	67059	RP	Domallee 54			0500000392	DEBI						D	20231028	SAPUSER3	0295 2877781	354/632/34427		DE768105048
100	0000100634	DE	Waldau Möbelwerke UG (haftungsbeschränkt)				WALDAU	Neubrandenburg	17033	MV	Feldring 136			0500000393	KUNA	X					D	20220202	SAPUSER5	0615 5745666	961/482/77706		DE893383666
100	0000100636	DE	Steingrund Lagertechnik GmbH				STEINGRUND	Düsseldorf	40213	NW	Kirschallee 120			0500000394	DEBI						D	20200801	SAPUSER4	0271 7936091	412/717/72821		DE154300524
100	0000100638	DE	Ahornwald Anlagenbau GmbH & Co. KG				AHORNWALD	Itzehoe	25524	SH	Feldweg 72			0500000395	DEBI						D	20190314	SAPUSER4	0762 8881218	113/838/62032		DE852858322
100	0000100639	DE	Espenburg Zerspanung GmbH & Co. KG				ESPENBURG	Dinslaken	46535	NW	Tannenplatz 199			0500000396	DEBI						D	20190417	SAPUSER2	0761 6656958	768/644/13226		DE404814890
100	0000100640	FR	Brandhof Recycling S.A.				BRANDHOF	Lille	59000		Tannenring 45			0500000397	DEBI						F	20231203	SAPUSER4	0770 8877091			FR10376155277
100	0000100642	DE	Birkenmark Lebensmittel GmbH				BIRKENMARK	Meppen	49716	NI	Birkenstraße 158b	41743	49716	0500000398	DEBI						D	20201225	SAPUSER4	0983 5732705	416/981/21209		DE597141978
100	0000100643	DE	Bernstein Umformtechnik GmbH				BERNSTEIN	Vechta	49377	NI	Quellenplatz 161			0500000399	DEBI						D	20190219	SAPUSER2	0972 3985699	508/345/34873		DE324606163
100	0000100644	DE	Rotfurt Apparatebau GmbH				ROTFURT	Kempten	87435	BY	Ulmenring 132			0500000400	DEBI						D	20240303	SAPUSER1	0443 103859	286/540/46796		DE764520395
100	0000100645	AT	Osthof Maschinenbau KG				OSTHOF	Wels	4600		Bahnhofstraße 186			0500000401	DEBI						D	20240824	SAPUSER4	0786 9647485			ATU56390935
100	0000100647	DE	Bergfels Schweißtechnik GmbH				BERGFELS	Kiel	24103	SH	Industrieallee 160a			0500000402	DEBI						D	20210827	SAPUSER5	0483 9100802	902/176/79526		DE687011143
100	0000100648	DE	Grünried Lagertechnik GmbH				GRÜNRIED	Magdeburg	39104	ST	Burgallee 55			0500000403	DEBI						D	20210803	SAPUSER3	0783 8930355	286/741/56619		DE411994376
100	0000100649	DE	Süddorf Apparatebau GmbH & Co. KG				SÜDDORF	Essen	45127	NW	Ulmenplatz 71b			0500000404	KUNA	X					D	20190501	SAPUSER1	0478 225501	855/524/53393		DE854461530
100	0000100650	DE	Zederheim Lagertechnik GmbH				ZEDERHEIM	Iserlohn	58636	NW	Ahornweg 86b			0500000405	DEBI						D	20201230	SAPUSER1	0885 7463350	840/952/17190		DE582065128
100	0000100651	DE	Westweg Behälterbau KG				WESTWEG	Frankfurt (Oder)	15230	BB	Lerchenplatz 74			0500000406	DEBI						D	20240128	SAPUSER5	0401 7053616	999/637/73043		DE823381225
100	0000100652	DE	Eichberg Speditionen KGaA				EICHBERG	Pforzheim	75175	BW	Fasanenstraße 70b			0500000407	KUNA	X					D	20190910	SAPUSER1	0448 816373	859/251/27887		DE594249718
100	0000100653	DE	Bergstein Kunststofftechnik OHG				BERGSTEIN	Oldenburg	26122	NI	Ulmenallee 82			0500000408	DEBI						D	20230827	SAPUSER5	0209 3407457	839/508/20340		DE874960891
100	0000100655	DE	Mühlgrund Fördertechnik GmbH & Co. KG				MÜHLGRUND	Bautzen	02625	SN	Ahorngasse 191			0500000409	KUNA	X					D	20230619	SAPUSER4	0659 8046040	329/959/41368		DE915404797
100	0000100658	DE	Haselmark Präzisionsteile GmbH				HASELMARK	Freiburg	79098	BW	Nussbaumdamm 172b			0500000410	DEBI						D	20230607	SAPUSER4	0874 4707559	762/768/35022		DE820691155
100	0000100659	DE	Birkenfurt Papier GmbH				BIRKENFURT	Euskirchen	53879	NW	Feldgasse 104			0500000411	DEBI						D	20190519	SAPUSER3	0971 7078677	954/746/72273		DE133518124
100	0000100660	DE	Westheim Aufzugstechnik GmbH				WESTHEIM	Germering	82110	BY	Burgallee 120			0500000412	DEBI						D	20200913	SAPUSER1	0568 6278747	216/341/28808		DE389731061
100	0000100662	DE	Birkenfurt Fördertechnik GmbH				BIRKENFURT	Dessau-Roßlau	06844	ST	Lerchenstraße 42			0500000413	KUNA	X					D	20200315	SAPUSER5	0839 7020088	617/814/23832		DE979905277
100	0000100663	DE	Langmark Hydraulik GmbH & Co. KG				LANGMARK	Langenfeld	40764	NW	Birkenplatz 110b			0500000414	DEBI						D	20201210	SAPUSER4	0978 9500266	643/789/93298		DE243954598
100	0000100664	DE	Rothof Sanitärtechnik UG (haftungsbeschränkt)				ROTHOF	Brandenburg an der Havel	14770	BB	Tannenplatz 69			0500000415	DEBI						D	20190902	SAPUSER1	0902 332007	187/932/57527		DE912299929
100	0000100665	DE	Weidenfels Klimatechnik UG (haftungsbeschränkt)				WEIDENFELS	Cloppenburg	49661	NI	Domallee 183			0500000416	DEBI						D	20240427	SAPUSER3	0653 119888	991/149/37635		DE117368639
100	0000100666	DE	Kastanienau Oberflächentechnik GmbH & Co. KG				KASTANIENA	Deggendorf	94469	BY	Amselweg 40			0500000417	DEBI						D	20220428	SAPUSER1	0466 6116263	143/129/69101		DE285461494
100	0000100667	DE	Lindenau Industrieservice AG				LINDENAU	Aalen	73430	BW	Domgasse 30			0500000418	DEBI						D	20200321	SAPUSER4	0311 3806491	890/915/64617		DE384317668
100	0000100668	DE	Weidenau Verpackungen GmbH				WEIDENAU	Hagen	58095	NW	Bahnhofplatz 120			0500000419	DEBI						D	20201010	SAPUSER5	0493 9274419	644/719/74338		DE406670567
100	0000100669	DE	Lindenstein Apparatebau KG				LINDENSTEI	Ulm	89073	BW	Mühlendamm 117b			0500000420	DEBI						D	20220322	SAPUSER4	0349 1492507	928/577/67982		DE698901739
100	0000100670	DE	Waldhof Stahlbau GmbH & Co. KG				WALDHOF	München	80331	BY	Hafenstraße 6			0500000421	KUNA	X					D	20221107	SAPUSER1	0382 9637821	275/885/29540		DE179893374
100	0000100671	DE	Weißberg Baustoffe e.K.				WEISSBERG	Fürth	90762	BY	Bahnhofstraße 66			0500000422	DEBI						D	20231203	SAPUSER2	0661 3229367	514/416/56074		DE147363061
100	0000100672	DE	Rotfurt Armaturen GmbH				ROTFURT	Erlangen	91052	BY	Wiesenring 68a			0500000423	KUNA	X					D	20200116	SAPUSER5	0803 7824893	601/543/16108		DE850201663
100	0000100674	DE	Kiefernbrück Industrieservice GmbH				KIEFERNBRÜ	Aurich	26603	NI	Pappelallee 65			0500000424	KUNA	X					D	20190508	SAPUSER1	0204 3392925	474/920/50293		DE556225547
100	0000100676	CH	Mühlheim Klimatechnik AG				MÜHLHEIM	Lausanne	1003		Lindengasse 170b			0500000425	DEBI						D	20211011	SAPUSER1	0234 9745835			CHE389682472MWST
100	0000100677	NL	Bernried Möbelwerke B.V.				BERNRIED	Den Haag	2511 CV		Rosendamm 35a			0500000426	DEBI						E	20221114	SAPUSER2	0297 9823796			NL729113852B03
100	0000100678	DE	Zedermark Schleiftechnik eG				ZEDERMARK	Mannheim	68159	BW	Quellenstraße 8			0500000427	DEBI						D	20220529	SAPUSER1	0591 8163751	918/224/84645		DE895394957
