MANDT	LIFNR	BUKRS	AKONT	ZTERM	SPERR	LOEVM	ZWELS	ZAHLS	LNRZB	TOGRU	REPRF	ZUAWA	ERDAT	ERNAM
100	0000200449	2000	0000160000	ZB03			U				X	001	20200306	SAPUSER4
100	0000200451	1000	0000160000	ZB03			S				X	001	20221014	SAPUSER3
100	0000200452	2000	0000160000	ZB03			U				X	001	20200904	SAPUSER5
100	0000200453	1000	0000160000	ZB01			U				X	001	20230325	SAPUSER3
100	0000200454	2000	0000160000	ZB03			S				X	001	20200209	SAPUSER3
100	0000200455	1000	0000160000	ZB03			U				X	001	20220815	SAPUSER1
100	0000200456	1000	0000160000	ZB01			U				X	001	20190810	SAPUSER4
100	0000200459	1000	0000160000	ZB04			U				X	001	20240109	SAPUSER2
100	0000200460	1000	0000160000	ZB00			U				X	001	20200205	SAPUSER2
100	0000200461	1000	0000160000	ZB01			U				X	001	20190813	SAPUSER3
100	0000200461	2000	0000160000	ZB03			U				X	001	20190813	SAPUSER3
100	0000200462	1000	0000160000	ZB04			U				X	001	20220609	SAPUSER3
100	0000200465	1000	0000160000	ZB03			U				X	001	20210313	SAPUSER2
100	0000200467	1000	0000160000	ZB02			U				X	001	20230703	SAPUSER1
100	0000200467	2000	0000160000	ZB03			U				X	001	20230703	SAPUSER1
100	0000200469	2000	0000160000	ZB03			U				X	001	20230124	SAPUSER1
100	0000200470	1000	0000160000	ZB02			U				X	001	20210825	SAPUSER3
100	0000200471	1000	0000160000	ZB01			U				X	001	20191126	SAPUSER3
100	0000200472	1000	0000160000	ZB03			U				X	001	20240824	SAPUSER1
100	0000200473	1000	0000160000	ZB03			U				X	001	20210415	SAPUSER3
100	0000200473	2000	0000160000	ZB01			U				X	001	20210415	SAPUSER3
100	0000200475	1000	0000160000	ZB02			U				X	001	20211027	SAPUSER5
100	0000200475	2000	0000160000	ZB02			U				X	001	20211027	SAPUSER5
100	0000200476	2000	0000160000	ZB04			U				X	001	20210918	SAPUSER4
100	0000200477	1000	0000160000	ZB02			U				X	001	20240505	SAPUSER4
100	0000200478	1000	0000160000	ZB02			U				X	001	20191202	SAPUSER5
100	0000200479	1000	0000160000	ZB03			U				X	001	20191201	SAPUSER1
100	0000200481	1000	0000160000	ZB02			U				X	001	20230308	SAPUSER5
100	0000200483	1000	0000160000	ZB04			U				X	001	20190710	SAPUSER4
100	0000200484	1000	0000160000	ZB01			U				X	001	20210723	SAPUSER4
100	0000200484	2000	0000160000	ZB01			U				X	001	20210723	SAPUSER4
100	0000200486	1000	0000160000	ZB04			U				X	001	20220930	SAPUSER4
100	0000200488	1000	0000160000	ZB02			S				X	001	20220416	SAPUSER1
100	0000200488	2000	0000160000	ZB03			S				X	001	20220416	SAPUSER1
100	0000200489	1000	0000160000	ZB00			U				X	001	20210210	SAPUSER1
100	0000200490	1000	0000160000	ZB03			U				X	001	20240721	SAPUSER2
100	0000200490	2000	0000160000	ZB04			U				X	001	20240721	SAPUSER2
100	0000200492	1000	0000160000	ZB02			U				X	001	20220123	SAPUSER2
100	0000200493	2000	0000160000	ZB03			U				X	001	20191016	SAPUSER1
100	0000200495	2000	0000160000	ZB03			U				X	001	20220324	SAPUSER3
100	0000200496	1000	0000160000	ZB02			U				X	001	20190511	SAPUSER4
100	0000200497	1000	0000160000	ZB03			U				X	001	20200607	SAPUSER1
100	0000200498	1000	0000160000	ZB04			U				X	001	20220223	SAPUSER3
100	0000200498	2000	0000160000	ZB02			U				X	001	20220223	SAPUSER3
100	0000200499	1000	0000160000	ZB03			U				X	001	20240126	SAPUSER5
100	0000200500	2000	0000160000	ZB04			U				X	001	20210316	SAPUSER5
100	0000200503	1000	0000160000	ZB04			U				X	001	20210603	SAPUSER5
100	0000200504	1000	0000160000	ZB02			U				X	001	20221229	SAPUSER2
100	0000200506	1000	0000160000	ZB02			U				X	001	20240726	SAPUSER4
100	0000200507	1000	0000160000	ZB00			U				X	001	20240304	SAPUSER1
100	0000200508	1000	0000160000	ZB04			U				X	001	20240513	SAPUSER1
100	0000200509	1000	0000160000	ZB02			U				X	001	20210824	SAPUSER4
100	0000200510	1000	0000160000	ZB03			U				X	001	20190823	SAPUSER5
100	0000200511	2000	0000160000	ZB03			U				X	001	20201225	SAPUSER5
100	0000200512	1000	0000160000	ZB03			S				X	001	20200928	SAPUSER5
100	0000200513	1000	0000160000	ZB02			U				X	001	20190615	SAPUSER2
100	0000200515	2000	0000160000	ZB01			U				X	001	20201005	SAPUSER1
100	0000200517	1000	0000160000	ZB04			U				X	001	20211001	SAPUSER5
100	0000200518	2000	0000160000	ZB03			U				X	001	20210831	SAPUSER4
100	0000200520	1000	0000160000	ZB02			U				X	001	20190420	SAPUSER1
100	0000200522	1000	0000160000	ZB01			U				X	001	20220823	SAPUSER3
100	0000200523	1000	0000160000	ZB03			U				X	001	20191128	SAPUSER4
100	0000200525	2000	0000160000	ZB03			U				X	001	20230818	SAPUSER4
100	0000200526	1000	0000160000	ZB03			U				X	001	20230505	SAPUSER3
100	0000200528	1000	0000160000	ZB04			U				X	001	20200328	SAPUSER2
100	0000200529	1000	0000160000	ZB02			U				X	001	20220627	SAPUSER4
100	0000200530	1000	0000160000	ZB04			U				X	001	20200321	SAPUSER4
100	0000200532	1000	0000160000	ZB01			U				X	001	20210831	SAPUSER5
100	0000200533	1000	0000160000	ZB02			U				X	001	20200626	SAPUSER3
100	0000200534	1000	0000160000	ZB01			U				X	001	20221211	SAPUSER2
100	0000200535	1000	0000160000	ZB04			U				X	001	20200203	SAPUSER2
100	0000200536	1000	0000160000	ZB04			U				X	001	20201023	SAPUSER5
100	0000200537	1000	0000160000	ZB02			U				X	001	20221114	SAPUSER2
100	0000200538	2000	0000160000	ZB04			U				X	001	20230924	SAPUSER3
100	0000200539	2000	0000160000	ZB04			U				X	001	20210928	SAPUSER5
100	0000200540	1000	0000160000	ZB02			U				X	001	20201214	SAPUSER3
100	0000200541	2000	0000160000	ZB03			U				X	001	20220807	SAPUSER3
100	0000200543	1000	0000160000	ZB04			U				X	001	20200906	SAPUSER4
100	0000200544	1000	0000160000	ZB04			U				X	001	20190928	SAPUSER5
100	0000200545	1000	0000160000	ZB03			U				X	001	20200615	SAPUSER3
100	0000200546	1000	0000160000	ZB03			U				X	001	20210122	SAPUSER5
100	0000200549	2000	0000160000	ZB03			S				X	001	20210518	SAPUSER5
100	0000200550	1000	0000160000	ZB03			U				X	001	20200717	SAPUSER5
100	0000200551	1000	0000160000	ZB02			U				X	001	20200725	SAPUSER3
100	0000200552	2000	0000160000	ZB03			U				X	001	20230922	SAPUSER4
100	0000200554	1000	0000160000	ZB03			U				X	001	20230330	SAPUSER5
100	0000200555	1000	0000160000	ZB02			U				X	001	20231210	SAPUSER3
100	0000200556	1000	0000160000	ZB04			U				X	001	20200108	SAPUSER3
100	0000200558	2000	0000160000	ZB04			U				X	001	20231008	SAPUSER2
100	0000200559	1000	0000160000	ZB03			U				X	001	20190817	SAPUSER1
100	0000200560	1000	0000160000	ZB02			U				X	001	20191214	SAPUSER4
100	0000200561	1000	0000160000	ZB04			U				X	001	20240801	SAPUSER5
100	0000200561	2000	0000160000	ZB04			U				X	001	20240801	SAPUSER5
100	0000200564	1000	0000160000	ZB04			U				X	001	20240208	SAPUSER3
100	0000200566	2000	0000160000	ZB04			U				X	001	20190521	SAPUSER5
100	0000200567	1000	0000160000	ZB03			U				X	001	20240818	SAPUSER1
100	0000200568	1000	0000160000	ZB03			U				X	001	20190526	SAPUSER5
100	0000200568	2000	0000160000	ZB01			U				X	001	20190526	SAPUSER5
100	0000200569	1000	0000160000	ZB04			U				X	001	20190418	SAPUSER1
100	0000200570	1000	0000160000	ZB04			U				X	001	20220430	SAPUSER2
100	0000200572	1000	0000160000	ZB03			U				X	001	20190415	SAPUSER1
100	0000200574	1000	0000160000	ZB03			U				X	001	20240825	SAPUSER5
100	0000200575	2000	0000160000	ZB03			U				X	001	20230602	SAPUSER1
100	0000200576	1000	0000160000	ZB03			U				X	001	20191125	SAPUSER1
100	0000200576	2000	0000160000	ZB03			U				X	001	20191125	SAPUSER1
100	0000200577	1000	0000160000	ZB03			U				X	001	20240125	SAPUSER1
100	0000200578	1000	0000160000	ZB03			S				X	001	20191022	SAPUSER5
100	0000200579	1000	0000160000	ZB04			U				X	001	20190924	SAPUSER5
100	0000200580	1000	0000160000	ZB01			U				X	001	20220325	SAPUSER2
100	0000200581	1000	0000160000	ZB03			U				X	001	20230615	SAPUSER5
100	0000200585	1000	0000160000	ZB03			U				X	001	20210517	SAPUSER4
100	0000200586	1000	0000160000	ZB04			U				X	001	20201125	SAPUSER4
100	0000200587	1000	0000160000	ZB03			U				X	001	20211107	SAPUSER4
100	0000200588	1000	0000160000	ZB00			U				X	001	20210216	SAPUSER3
100	0000200589	1000	0000160000	ZB01			S				X	001	20191019	SAPUSER3
100	0000200590	1000	0000160000	ZB04			U				X	001	20221106	SAPUSER5
100	0000200591	1000	0000160000	ZB02			U				X	001	20221211	SAPUSER1
100	0000200592	2000	0000160000	ZB01			U				X	001	20200712	SAPUSER3
100	0000200593	1000	0000160000	ZB01			U				X	001	20220718	SAPUSER4
100	0000200594	1000	0000160000	ZB04			U				X	001	20221214	SAPUSER2
100	0000200595	1000	0000160000	ZB03			U				X	001	20240705	SAPUSER1
100	0000200596	1000	0000160000	ZB01			U				X	001	20240107	SAPUSER5
100	0000200597	2000	0000160000	ZB01			U				X	001	20200819	SAPUSER4
100	0000200598	1000	0000160000	ZB03			U				X	001	20230419	SAPUSER4
100	0000200598	2000	0000160000	ZB01			U				X	001	20230419	SAPUSER4
100	0000200599	1000	0000160000	ZB03			U				X	001	20190601	SAPUSER3
100	0000200602	2000	0000160000	ZB02			S				X	001	20240419	SAPUSER4
100	0000200603	1000	0000160000	ZB03			U				X	001	20221009	SAPUSER2
100	0000200604	1000	0000160000	ZB03			U				X	001	20220203	SAPUSER5
100	0000200605	1000	0000160000	ZB03			U				X	001	20231108	SAPUSER5
100	0000200606	1000	0000160000	ZB03			U				X	001	20220124	SAPUSER2
100	0000200607	1000	0000160000	ZB01			U				X	001	20211023	SAPUSER1
100	0000200608	1000	0000160000	ZB04			U				X	001	20221130	SAPUSER4
100	0000200609	1000	0000160000	ZB03			U				X	001	20220113	SAPUSER4
100	0000200611	1000	0000160000	ZB04			S				X	001	20220607	SAPUSER4
100	0000200611	2000	0000160000	ZB03			S				X	001	20220607	SAPUSER4
100	0000200612	1000	0000160000	ZB03			U				X	001	20220814	SAPUSER5
100	0000200614	1000	0000160000	ZB01			S				X	001	20190117	SAPUSER1
100	0000200617	1000	0000160000	ZB03			U				X	001	20211017	SAPUSER1
100	0000200618	1000	0000160000	ZB03			U				X	001	20190408	SAPUSER4
100	0000200619	1000	0000160000	ZB02			U				X	001	20220309	SAPUSER5
100	0000200620	1000	0000160000	ZB02			U				X	001	20210215	SAPUSER4
100	0000200621	2000	0000160000	ZB01			U				X	001	20190419	SAPUSER5
100	0000200623	1000	0000160000	ZB02			U				X	001	20201215	SAPUSER2
100	0000200624	1000	0000160000	ZB02			U				X	001	20221229	SAPUSER1
100	0000200624	2000	0000160000	ZB03			U				X	001	20221229	SAPUSER1
100	0000200625	1000	0000160000	ZB01			U				X	001	20210514	SAPUSER1
100	0000200627	1000	0000160000	ZB03			U				X	001	20210201	SAPUSER2
100	0000200628	1000	0000160000	ZB01			U				X	001	20220707	SAPUSER4
100	0000200629	1000	0000160000	ZB03			U				X	001	20190130	SAPUSER3
100	0000200630	2000	0000160000	ZB04			U				X	001	20210401	SAPUSER3
100	0000200631	1000	0000160000	ZB02			U				X	001	20230919	SAPUSER5
100	0000200632	1000	0000160000	ZB04			U				X	001	20190408	SAPUSER4
100	0000200634	1000	0000160000	ZB02			U				X	001	20240320	SAPUSER2
100	0000200636	1000	0000160000	ZB00			U				X	001	20191122	SAPUSER1
100	0000200637	1000	0000160000	ZB04			U				X	001	20210119	SAPUSER1
100	0000200639	1000	0000160000	ZB04			U				X	001	20240220	SAPUSER4
100	0000200641	2000	0000160000	ZB02			U				X	001	20200606	SAPUSER5
100	0000200642	1000	0000160000	ZB04			U				X	001	20240801	SAPUSER4
100	0000200645	2000	0000160000	ZB03			U				X	001	20190425	SAPUSER3
100	0000200646	1000	0000160000	ZB03			U				X	001	20190314	SAPUSER1
100	0000200647	1000	0000160000	ZB03			U				X	001	20240612	SAPUSER4
100	0000200648	1000	0000160000	ZB03			U				X	001	20201231	SAPUSER3
100	0000200649	1000	0000160000	ZB04			U				X	001	20210109	SAPUSER4
100	0000200650	2000	0000160000	ZB01			U				X	001	20240204	SAPUSER3
100	0000200651	1000	0000160000	ZB03			U				X	001	20190727	SAPUSER5
100	0000200651	2000	0000160000	ZB04			U				X	001	20190727	SAPUSER5
100	0000200652	1000	0000160000	ZB04			U				X	001	20220201	SAPUSER1
100	0000200654	1000	0000160000	ZB03			U				X	001	20200130	SAPUSER2
100	0000200656	1000	0000160000	ZB03			U				X	001	20200428	SAPUSER1
100	0000200657	1000	0000160000	ZB03			U				X	001	20200819	SAPUSER2
100	0000200658	1000	0000160000	ZB04			U				X	001	20230602	SAPUSER3
100	0000200659	2000	0000160000	ZB01			U				X	001	20200728	SAPUSER4
100	0000200660	1000	0000160000	ZB00			S				X	001	20190118	SAPUSER1
100	0000200661	1000	0000160000	ZB04			U				X	001	20210313	SAPUSER2
100	0000200663	1000	0000160000	ZB04			U				X	001	20220619	SAPUSER1
100	0000200664	1000	0000160000	ZB03			U				X	001	20190928	SAPUSER3
100	0000200665	1000	0000160000	ZB03			U				X	001	20220621	SAPUSER5
100	0000200666	1000	0000160000	ZB03			U				X	001	20220717	SAPUSER5
100	0000200667	2000	0000160000	ZB02			U				X	001	20210430	SAPUSER1
100	0000200668	2000	0000160000	ZB02			U				X	001	20211217	SAPUSER2
100	0000200669	1000	0000160000	ZB04			U				X	001	20240209	SAPUSER5
100	0000200670	2000	0000160000	ZB03			U				X	001	20210612	SAPUSER2
100	0000200673	2000	0000160000	ZB02			U				X	001	20230905	SAPUSER4
100	0000200674	1000	0000160000	ZB01			U				X	001	20220504	SAPUSER1
100	0000200675	1000	0000160000	ZB03			U				X	001	20230811	SAPUSER2
100	0000200676	1000	0000160000	ZB04			U				X	001	20240428	SAPUSER3
100	0000200677	1000	0000160000	ZB03			U				X	001	20190722	SAPUSER3
100	0000200678	1000	0000160000	ZB02			U				X	001	20220726	SAPUSER3
100	0000200679	1000	0000160000	ZB03			U				X	001	20190423	SAPUSER5
100	0000200680	1000	0000160000	ZB03			U				X	001	20200402	SAPUSER3
100	0000200681	1000	0000160000	ZB03			U				X	001	20240527	SAPUSER1
100	0000200682	1000	0000160000	ZB04			S				X	001	20220626	SAPUSER4
100	0000200685	1000	0000160000	ZB04			U				X	001	20200516	SAPUSER4
100	0000200686	2000	0000160000	ZB01			U				X	001	20210820	SAPUSER5
100	0000200687	1000	0000160000	ZB03			U				X	001	20230909	SAPUSER4
100	0000200688	1000	0000160000	ZB03			U				X	001	20210702	SAPUSER5
100	0000200690	1000	0000160000	ZB01			U				X	001	20190324	SAPUSER4
100	0000200692	1000	0000160000	ZB02			U				X	001	20240302	SAPUSER3
100	0000200694	1000	0000160000	ZB01			U				X	001	20220901	SAPUSER1
100	0000200695	1000	0000160000	ZB00			U				X	001	20230927	SAPUSER4
100	0000200697	2000	0000160000	ZB04			U				X	001	20200508	SAPUSER3
100	0000200699	1000	0000160000	ZB01			U				X	001	20200308	SAPUSER3
100	0000200700	2000	0000160000	ZB01			U				X	001	20240826	SAPUSER5
100	0000200701	2000	0000160000	ZB03			U				X	001	20201002	SAPUSER1
100	0000200702	1000	0000160000	ZB02			U				X	001	20200105	SAPUSER5
100	0000200703	1000	0000160000	ZB00			U				X	001	20231119	SAPUSER5
100	0000200704	2000	0000160000	ZB02			U				X	001	20200304	SAPUSER2
100	0000200705	2000	0000160000	ZB01			U				X	001	20210818	SAPUSER1
100	0000200706	1000	0000160000	ZB04			U				X	001	20211207	SAPUSER5
100	0000200709	2000	0000160000	ZB02			U				X	001	20201107	SAPUSER5
100	0000200712	2000	0000160000	ZB03			U				X	001	20240818	SAPUSER4
100	0000200713	1000	0000160000	ZB01			U				X	001	20210301	SAPUSER2
100	0000200713	2000	0000160000	ZB01			U				X	001	20210301	SAPUSER2
100	0000200714	2000	0000160000	ZB02			U				X	001	20240106	SAPUSER1
100	0000200715	2000	0000160000	ZB04			U				X	001	20210531	SAPUSER2
100	0000200716	2000	0000160000	ZB03			U				X	001	20200403	SAPUSER1
100	0000200717	1000	0000160000	ZB04			U				X	001	20230120	SAPUSER4
100	0000200718	2000	0000160000	ZB02			U				X	001	20220806	SAPUSER4
100	0000200719	1000	0000160000	ZB03			U				X	001	20190102	SAPUSER1
100	0000200720	1000	0000160000	ZB03			U				X	001	20190327	SAPUSER5
100	0000200721	2000	0000160000	ZB03			U				X	001	20200228	SAPUSER3
100	0000200722	1000	0000160000	ZB03			U				X	001	20200327	SAPUSER5
100	0000200722	2000	0000160000	ZB04			U				X	001	20200327	SAPUSER5
100	0000200725	1000	0000160000	ZB04			U				X	001	20191231	SAPUSER2
100	0000200726	2000	0000160000	ZB03			U				X	001	20201024	SAPUSER1
100	0000200727	1000	0000160000	ZB03			U				X	001	20200228	SAPUSER4
100	0000200728	1000	0000160000	ZB03			U				X	001	20230318	SAPUSER3
100	0000200730	1000	0000160000	ZB03			U				X	001	20190316	SAPUSER5
100	0000200732	1000	0000160000	ZB03			U				X	001	20220304	SAPUSER4
100	0000200733	2000	0000160000	ZB00			U				X	001	20190615	SAPUSER4
100	0000200734	1000	0000160000	ZB02			U				X	001	20190825	SAPUSER1
100	0000200735	1000	0000160000	ZB03			U				X	001	20231003	SAPUSER2
100	0000200736	2000	0000160000	ZB04			U				X	001	20200422	SAPUSER3
100	0000200737	1000	0000160000	ZB04			U				X	001	20190917	SAPUSER2
100	0000200737	2000	0000160000	ZB03			U				X	001	20190917	SAPUSER2
100	0000200738	2000	0000160000	ZB01			U				X	001	20220127	SAPUSER1
100	0000200741	1000	0000160000	ZB03			U				X	001	20230305	SAPUSER4
100	0000200744	1000	0000160000	ZB03			U				X	001	20190816	SAPUSER4
100	0000200745	1000	0000160000	ZB04			U				X	001	20220415	SAPUSER2
100	0000200747	2000	0000160000	ZB04			U				X	001	20220109	SAPUSER3
100	0000200748	1000	0000160000	ZB01			U				X	001	20220614	SAPUSER5
100	0000200749	1000	0000160000	ZB01			U				X	001	20210506	SAPUSER1
100	0000200750	1000	0000160000	ZB04			U				X	001	20210226	SAPUSER3
100	0000200751	1000	0000160000	ZB00			U				X	001	20240720	SAPUSER5
100	0000200753	1000	0000160000	ZB03			U				X	001	20190603	SAPUSER3
100	0000200754	2000	0000160000	ZB02			U				X	001	20210514	SAPUSER2
100	0000200755	1000	0000160000	ZB03			U				X	001	20231107	SAPUSER5
100	0000200756	1000	0000160000	ZB00			U				X	001	20220610	SAPUSER4
100	0000200757	1000	0000160000	ZB02			U				X	001	20231025	SAPUSER1
100	0000200758	1000	0000160000	ZB02			U				X	001	20230521	SAPUSER1
100	0000200758	2000	0000160000	ZB03			U				X	001	20230521	SAPUSER1
100	0000200759	1000	0000160000	ZB02			U				X	001	20230122	SAPUSER3
100	0000200761	1000	0000160000	ZB01			U				X	001	20191029	SAPUSER1
100	0000200763	1000	0000160000	ZB03			U				X	001	20210205	SAPUSER3
100	0000200764	1000	0000160000	ZB04			U				X	001	20200103	SAPUSER3
100	0000200765	1000	0000160000	ZB03			U				X	001	20221115	SAPUSER4
100	0000200768	1000	0000160000	ZB02			U				X	001	20200318	SAPUSER3
100	0000200769	1000	0000160000	ZB04			U				X	001	20240602	SAPUSER5
100	0000200769	2000	0000160000	ZB01			U				X	001	20240602	SAPUSER5
100	0000200770	1000	0000160000	ZB03			U				X	001	20240720	SAPUSER2
100	0000200770	2000	0000160000	ZB04			U				X	001	20240720	SAPUSER2
100	0000200771	1000	0000160000	ZB02			U				X	001	20230807	SAPUSER2
100	0000200772	1000	0000160000	ZB03			U				X	001	20190603	SAPUSER4
100	0000200774	1000	0000160000	ZB04			U				X	001	20210419	SAPUSER2
100	0000200777	1000	0000160000	ZB01			U				X	001	20220308	SAPUSER1
100	0000200778	1000	0000160000	ZB04			U				X	001	20190905	SAPUSER2
100	0000200779	1000	0000160000	ZB02			U				X	001	20190322	SAPUSER1
100	0000200780	1000	0000160000	ZB01			U				X	001	20190219	SAPUSER5
100	0000200781	1000	0000160000	ZB03			U				X	001	20190524	SAPUSER3
100	0000200783	2000	0000160000	ZB03			U				X	001	20200521	SAPUSER2
100	0000200784	1000	0000160000	ZB04			U				X	001	20230802	SAPUSER5
100	0000200787	1000	0000160000	ZB02			U				X	001	20240325	SAPUSER2
100	0000200788	1000	0000160000	ZB02			U				X	001	20201215	SAPUSER2
100	0000200789	1000	0000160000	ZB02			U				X	001	20220105	SAPUSER5
100	0000200790	1000	0000160000	ZB02			U				X	001	20221104	SAPUSER2
100	0000200791	1000	0000160000	ZB03			U				X	001	20230314	SAPUSER1
100	0000200792	1000	0000160000	ZB03			U				X	001	20230316	SAPUSER1
100	0000200793	2000	0000160000	ZB03			U				X	001	20201107	SAPUSER4
100	0000200794	1000	0000160000	ZB02			S				X	001	20210705	SAPUSER1
100	0000200795	2000	0000160000	ZB03			U				X	001	20190630	SAPUSER5
100	0000200796	1000	0000160000	ZB02			U				X	001	20200731	SAPUSER2
100	0000200797	2000	0000160000	ZB03			U				X	001	20201112	SAPUSER1
100	0000200798	1000	0000160000	ZB03			U				X	001	20210415	SAPUSER1
100	0000200799	2000	0000160000	ZB03			U				X	001	20190510	SAPUSER5
100	0000200800	1000	0000160000	ZB03			U				X	001	20230120	SAPUSER3
100	0000200801	1000	0000160000	ZB02			U				X	001	20190518	SAPUSER4
100	0000200805	2000	0000160000	ZB03			U				X	001	20221119	SAPUSER4
100	0000200806	2000	0000160000	ZB04			U				X	001	20230706	SAPUSER4
100	0000200809	1000	0000160000	ZB02			U				X	001	20211228	SAPUSER1
100	0000200810	1000	0000160000	ZB01			U				X	001	20200224	SAPUSER4
100	0000200811	1000	0000160000	ZB04			U				X	001	20230602	SAPUSER5
100	0000200812	2000	0000160000	ZB04			U				X	001	20230909	SAPUSER3
100	0000200813	2000	0000160000	ZB03			U				X	001	20230406	SAPUSER5
100	0000200815	1000	0000160000	ZB00			U				X	001	20190126	SAPUSER2
100	0000200817	1000	0000160000	ZB03			U				X	001	20240724	SAPUSER3
100	0000200818	2000	0000160000	ZB03			U				X	001	20190530	SAPUSER3
100	0000200820	1000	0000160000	ZB03			U				X	001	20240622	SAPUSER5
100	0000200821	1000	0000160000	ZB01			U				X	001	20200219	SAPUSER5
100	0000200822	1000	0000160000	ZB03			U				X	001	20190209	SAPUSER4
100	0000200823	1000	0000160000	ZB03			U				X	001	20191128	SAPUSER3
100	0000200824	1000	0000160000	ZB02			U				X	001	20200121	SAPUSER2
100	0000200828	2000	0000160000	ZB03			S				X	001	20200306	SAPUSER3
100	0000200829	1000	0000160000	ZB03			U				X	001	20230315	SAPUSER2
100	0000200830	1000	0000160000	ZB03			U				X	001	20230928	SAPUSER5
100	0000200830	2000	0000160000	ZB02			U				X	001	20230928	SAPUSER5
100	0000200831	2000	0000160000	ZB03			U				X	001	20240405	SAPUSER1
100	0000200832	2000	0000160000	ZB03			U				X	001	20200726	SAPUSER1
100	0000200833	1000	0000160000	ZB01			U				X	001	20220115	SAPUSER4
100	0000200837	1000	0000160000	ZB03			U				X	001	20200110	SAPUSER3
100	0000200838	1000	0000160000	ZB03			U				X	001	20190304	SAPUSER4
100	0000200839	1000	0000160000	ZB03			U				X	001	20230214	SAPUSER4
100	0000200840	1000	0000160000	ZB02			U				X	001	20200119	SAPUSER5
100	0000200841	1000	0000160000	ZB03			U				X	001	20201221	SAPUSER4
100	0000200842	2000	0000160000	ZB01			U				X	001	20190316	SAPUSER4
100	0000200843	1000	0000160000	ZB00			U				X	001	20221110	SAPUSER1
100	0000200844	1000	0000160000	ZB03			U				X	001	20200808	SAPUSER2
100	0000200845	1000	0000160000	ZB03			U				X	001	20210903	SAPUSER5
100	0000200846	1000	0000160000	ZB02			U				X	001	20220207	SAPUSER4
100	0000200847	2000	0000160000	ZB01			U				X	001	20230208	SAPUSER5
100	0000200848	2000	0000160000	ZB03			U				X	001	20230410	SAPUSER4
100	0000200849	1000	0000160000	ZB04			U				X	001	20200530	SAPUSER1
100	0000200851	1000	0000160000	ZB04			U				X	001	20200830	SAPUSER1
100	0000200852	1000	0000160000	ZB03			U				X	001	20240823	SAPUSER2
100	0000200853	1000	0000160000	ZB03			U				X	001	20220201	SAPUSER1
100	0000200854	1000	0000160000	ZB02			U				X	001	20200630	SAPUSER2
100	0000200854	2000	0000160000	ZB04			U				X	001	20200630	SAPUSER2
100	0000200855	1000	0000160000	ZB02			U				X	001	20220412	SAPUSER2
100	0000200856	1000	0000160000	ZB03			U				X	001	20211029	SAPUSER5
100	0000200857	1000	0000160000	ZB00			U				X	001	20191213	SAPUSER3
100	0000200858	1000	0000160000	ZB03			U				X	001	20201213	SAPUSER2
100	0000200859	1000	0000160000	ZB04			U				X	001	20230222	SAPUSER3
100	0000200860	1000	0000160000	ZB03			U				X	001	20240309	SAPUSER3
100	0000200862	1000	0000160000	ZB01			U				X	001	20190328	SAPUSER1
100	0000200864	1000	0000160000	ZB03			U				X	001	20210113	SAPUSER5
100	0000200867	1000	0000160000	ZB03			U				X	001	20220908	SAPUSER3
100	0000200868	1000	0000160000	ZB03			U				X	001	20200505	SAPUSER2
100	0000200870	2000	0000160000	ZB03			U				X	001	20221107	SAPUSER2
100	0000200875	2000	0000160000	ZB02			U				X	001	20220207	SAPUSER4
100	0000200876	1000	0000160000	ZB03			U				X	001	20220831	SAPUSER2
100	0000200877	1000	0000160000	ZB03			U				X	001	20210408	SAPUSER4
100	0000200877	2000	0000160000	ZB03			U				X	001	20210408	SAPUSER4
100	0000200878	1000	0000160000	ZB01			U				X	001	20230405	SAPUSER1
100	0000200879	1000	0000160000	ZB02			U				X	001	20230724	SAPUSER3
100	0000200880	1000	0000160000	ZB03			U				X	001	20200110	SAPUSER5
100	0000200882	1000	0000160000	ZB04			U				X	001	20210912	SAPUSER3
100	0000200883	1000	0000160000	ZB03			U				X	001	20220814	SAPUSER4
100	0000200884	1000	0000160000	ZB00			S				X	001	20201229	SAPUSER3
100	0000200885	1000	0000160000	ZB04			U				X	001	20210114	SAPUSER1
100	0000200886	2000	0000160000	ZB01			U				X	001	20210126	SAPUSER5
100	0000200887	1000	0000160000	ZB03			U				X	001	20220913	SAPUSER5
100	0000200887	2000	0000160000	ZB03			U				X	001	20220913	SAPUSER5
100	0000200890	1000	0000160000	ZB03			U				X	001	20230215	SAPUSER3
100	0000200890	2000	0000160000	ZB02			U				X	001	20230215	SAPUSER3
100	0000200891	2000	0000160000	ZB01			U				X	001	20230514	SAPUSER4
100	0000200892	1000	0000160000	ZB04			U				X	001	20220717	SAPUSER1
100	0000200893	2000	0000160000	ZB03			S				X	001	20221020	SAPUSER3
100	0000200894	2000	0000160000	ZB03			U				X	001	20210707	SAPUSER5
100	0000200895	2000	0000160000	ZB03			U				X	001	20240816	SAPUSER4
100	0000200896	1000	0000160000	ZB03			U				X	001	20240307	SAPUSER4
100	0000200897	1000	0000160000	ZB02			U				X	001	20190822	SAPUSER3
100	0000200898	1000	0000160000	ZB04			U				X	001	20200328	SAPUSER2
100	0000200901	1000	0000160000	ZB03			U				X	001	20190721	SAPUSER5
100	0000200903	1000	0000160000	ZB02			U				X	001	20220822	SAPUSER5
100	0000200904	1000	0000160000	ZB01			U				X	001	20230121	SAPUSER4
100	0000200904	2000	0000160000	ZB03			U				X	001	20230121	SAPUSER4
