MANDT	KUNNR	BUKRS	AKONT	ZTERM	MAHNA	SPERR	LOEVM	ZWELS	ZAHLS	KNRZB	TOGRU	ZUAWA	ERDAT	ERNAM
100	0000100516	1000	0000140000	ZB03	0001			E				001	20221026	SAPUSER3
100	0000100519	2000	0000140000	ZB03	0001			E				001	20191226	SAPUSER5
100	0000100520	2000	0000140000	ZB03	0001			E				001	20240317	SAPUSER3
100	0000100521	1000	0000140000	ZB04	0001			E				001	20230824	SAPUSER4
100	0000100522	1000	0000140000	ZB03	0001			E				001	20230619	SAPUSER5
100	0000100524	1000	0000140000	ZB01	0001			E				001	20210627	SAPUSER1
100	0000100524	2000	0000140000	ZB04	0001			E				001	20210627	SAPUSER1
100	0000100526	1000	0000140000	ZB04	0001			E				001	20210718	SAPUSER5
100	0000100527	2000	0000140000	ZB03	0001							001	20210421	SAPUSER5
100	0000100530	1000	0000140000	ZB03	0001			E				001	20191108	SAPUSER4
100	0000100531	1000	0000140000	ZB02	0001			E				001	20220810	SAPUSER1
100	0000100533	1000	0000140000	ZB04	0001			E				001	20210115	SAPUSER5
100	0000100534	1000	0000140000	ZB01	0001							001	20240103	SAPUSER4
100	0000100537	1000	0000140000	ZB03	0001			E				001	20210803	SAPUSER4
100	0000100540	1000	0000140000	ZB04	0001			E				001	20200623	SAPUSER1
100	0000100541	2000	0000140000	ZB03	0001							001	20240226	SAPUSER5
100	0000100542	1000	0000140000	ZB02	0001			E				001	20190710	SAPUSER4
100	0000100545	1000	0000140000	ZB03	0001			E				001	20231101	SAPUSER4
100	0000100546	1000	0000140000	ZB03	0001			E				001	20210822	SAPUSER5
100	0000100548	1000	0000140000	ZB03	0001			E				001	20221027	SAPUSER4
100	0000100552	1000	0000140000	ZB02	0001			E				001	20200802	SAPUSER3
100	0000100553	1000	0000140000	ZB03	0001			E				001	20220505	SAPUSER4
100	0000100553	2000	0000140000	ZB01	0001			E				001	20220505	SAPUSER4
100	0000100554	1000	0000140000	ZB04	0001			E				001	20191010	SAPUSER3
100	0000100555	1000	0000140000	ZB03	0001							001	20200126	SAPUSER2
100	0000100556	2000	0000140000	ZB02	0001			E				001	20210619	SAPUSER1
100	0000100559	1000	0000140000	ZB03	0001			E				001	20210608	SAPUSER1
100	0000100559	2000	0000140000	ZB04	0001			E				001	20210608	SAPUSER1
100	0000100560	2000	0000140000	ZB03	0001			E				001	20210306	SAPUSER1
100	0000100561	1000	0000140000	ZB03	0001			E				001	20221013	SAPUSER1
100	0000100562	1000	0000140000	ZB03	0001			E				001	20211021	SAPUSER4
100	0000100566	1000	0000140000	ZB03	0001			E				001	20190926	SAPUSER3
100	0000100567	2000	0000140000	ZB01	0001			E				001	20210203	SAPUSER3
100	0000100570	1000	0000140000	ZB01	0001			E				001	20220305	SAPUSER5
100	0000100572	1000	0000140000	ZB01	0001			E				001	20210301	SAPUSER1
100	0000100572	2000	0000140000	ZB03	0001			E				001	20210301	SAPUSER1
100	0000100573	2000	0000140000	ZB03	0001			E				001	20220617	SAPUSER1
100	0000100574	1000	0000140000	ZB03	0001			E				001	20230624	SAPUSER1
100	0000100574	2000	0000140000	ZB04	0001			E				001	20230624	SAPUSER1
100	0000100578	1000	0000140000	ZB03	0001			E				001	20200110	SAPUSER4
100	0000100579	2000	0000140000	ZB00	0001			E				001	20210520	SAPUSER2
100	0000100580	1000	0000140000	ZB03	0001			E				001	20210603	SAPUSER3
100	0000100581	1000	0000140000	ZB03	0001			E				001	20220829	SAPUSER5
100	0000100582	2000	0000140000	ZB03	0001							001	20210916	SAPUSER1
100	0000100584	1000	0000140000	ZB04	0001			E				001	20220401	SAPUSER5
100	0000100584	2000	0000140000	ZB03	0001			E				001	20220401	SAPUSER5
100	0000100585	1000	0000140000	ZB02	0001			E				001	20200821	SAPUSER3
100	0000100586	1000	0000140000	ZB04	0001			E				001	20190913	SAPUSER4
100	0000100587	1000	0000140000	ZB00	0001			E				001	20240411	SAPUSER1
100	0000100588	2000	0000140000	ZB02	0001			E				001	20230319	SAPUSER3
100	0000100593	1000	0000140000	ZB01	0001			E				001	20221006	SAPUSER4
100	0000100595	2000	0000140000	ZB03	0001							001	20220610	SAPUSER2
100	0000100599	1000	0000140000	ZB01	0001			E				001	20210929	SAPUSER4
100	0000100600	1000	0000140000	ZB04	0001			E				001	20210313	SAPUSER5
100	0000100601	1000	0000140000	ZB03	0001			E				001	20240123	SAPUSER5
100	0000100602	1000	0000140000	ZB04	0001			E				001	20210208	SAPUSER1
100	0000100603	1000	0000140000	ZB02	0001			E				001	20210510	SAPUSER1
100	0000100604	1000	0000140000	ZB04	0001			E				001	20221004	SAPUSER4
100	0000100605	1000	0000140000	ZB01	0001			E				001	20231024	SAPUSER4
100	0000100609	1000	0000140000	ZB03	0001			E				001	20240109	SAPUSER1
100	0000100610	1000	0000140000	ZB03	0001			E				001	20220219	SAPUSER3
100	0000100613	1000	0000140000	ZB00	0001							001	20221108	SAPUSER2
100	0000100614	2000	0000140000	ZB03	0001			E				001	20210717	SAPUSER1
100	0000100615	1000	0000140000	ZB02	0001			E				001	20210920	SAPUSER3
100	0000100617	1000	0000140000	ZB03	0001			E				001	20220313	SAPUSER5
100	0000100618	1000	0000140000	ZB03	0001			E				001	20220210	SAPUSER2
100	0000100619	1000	0000140000	ZB04	0001			E				001	20231017	SAPUSER3
100	0000100620	2000	0000140000	ZB02	0001			E				001	20240812	SAPUSER5
100	0000100621	1000	0000140000	ZB03	0001			E				001	20221024	SAPUSER4
100	0000100624	2000	0000140000	ZB03	0001							001	20220603	SAPUSER5
100	0000100626	2000	0000140000	ZB03	0001							001	20211129	SAPUSER2
100	0000100627	2000	0000140000	ZB02	0001			E				001	20221223	SAPUSER3
100	0000100629	1000	0000140000	ZB00	0001			E				001	20200821	SAPUSER5
100	0000100632	1000	0000140000	ZB03	0001			E				001	20221012	SAPUSER2
100	0000100633	2000	0000140000	ZB03	0001			E				001	20231028	SAPUSER3
100	0000100634	1000	0000140000	ZB03	0001			E				001	20220202	SAPUSER5
100	0000100636	1000	0000140000	ZB03	0001			E				001	20200801	SAPUSER4
100	0000100638	2000	0000140000	ZB01	0001			E				001	20190314	SAPUSER4
100	0000100639	1000	0000140000	ZB03	0001			E				001	20190417	SAPUSER2
100	0000100640	1000	0000140000	ZB01	0001			E				001	20231203	SAPUSER4
100	0000100642	1000	0000140000	ZB02	0001			E				001	20201225	SAPUSER4
100	0000100643	1000	0000140000	ZB02	0001			E				001	20190219	SAPUSER2
100	0000100644	1000	0000140000	ZB01	0001			E				001	20240303	SAPUSER1
100	0000100645	1000	0000140000	ZB00	0001			E				001	20240824	SAPUSER4
100	0000100647	1000	0000140000	ZB00	0001			E				001	20210827	SAPUSER5
100	0000100648	1000	0000140000	ZB03	0001			E				001	20210803	SAPUSER3
100	0000100649	2000	0000140000	ZB01	0001			E				001	20190501	SAPUSER1
100	0000100650	1000	0000140000	ZB03	0001			E				001	20201230	SAPUSER1
100	0000100651	2000	0000140000	ZB02	0001			E				001	20240128	SAPUSER5
100	0000100652	1000	0000140000	ZB03	0001			E				001	20190910	SAPUSER1
100	0000100653	1000	0000140000	ZB03	0001			E				001	20230827	SAPUSER5
100	0000100655	2000	0000140000	ZB03	0001			E				001	20230619	SAPUSER4
100	0000100658	1000	0000140000	ZB02	0001			E				001	20230607	SAPUSER4
100	0000100659	1000	0000140000	ZB03	0001							001	20190519	SAPUSER3
100	0000100660	1000	0000140000	ZB03	0001			E				001	20200913	SAPUSER1
100	0000100662	2000	0000140000	ZB04	0001							001	20200315	SAPUSER5
100	0000100663	1000	0000140000	ZB03	0001			E				001	20201210	SAPUSER4
100	0000100664	2000	0000140000	ZB03	0001			E				001	20190902	SAPUSER1
100	0000100665	1000	0000140000	ZB00	0001			E				001	20240427	SAPUSER3
100	0000100666	1000	0000140000	ZB04	0001			E				001	20220428	SAPUSER1
100	0000100667	1000	0000140000	ZB04	0001			E				001	20200321	SAPUSER4
100	0000100667	2000	0000140000	ZB03	0001			E				001	20200321	SAPUSER4
100	0000100668	1000	0000140000	ZB02	0001			E				001	20201010	SAPUSER5
100	0000100669	1000	0000140000	ZB02	0001			E				001	20220322	SAPUSER4
100	0000100670	1000	0000140000	ZB01	0001							001	20221107	SAPUSER1
100	0000100671	1000	0000140000	ZB02	0001			E				001	20231203	SAPUSER2
100	0000100672	1000	0000140000	ZB02	0001			E				001	20200116	SAPUSER5
100	0000100674	1000	0000140000	ZB03	0001			E				001	20190508	SAPUSER1
100	0000100676	2000	0000140000	ZB01	0001							001	20211011	SAPUSER1
100	0000100677	1000	0000140000	ZB00	0001			E				001	20221114	SAPUSER2
100	0000100678	1000	0000140000	ZB03	0001			E				001	20220529	SAPUSER1
100	0000100679	1000	0000140000	ZB00	0001			E				001	20230608	SAPUSER3
100	0000100680	1000	0000140000	ZB03	0001			E				001	20190731	SAPUSER4
100	0000100681	1000	0000140000	ZB03	0001			E				001	20211207	SAPUSER2
100	0000100682	1000	0000140000	ZB02	0001			E				001	20200711	SAPUSER4
100	0000100687	1000	0000140000	ZB00	0001			E				001	20190721	SAPUSER4
100	0000100688	2000	0000140000	ZB04	0001			E				001	20220206	SAPUSER2
100	0000100689	1000	0000140000	ZB02	0001			E				001	20200127	SAPUSER4
100	0000100691	1000	0000140000	ZB03	0001							001	20231118	SAPUSER3
100	0000100692	1000	0000140000	ZB01	0001							001	20230218	SAPUSER1
100	0000100695	1000	0000140000	ZB04	0001			E				001	20220912	SAPUSER3
100	0000100697	1000	0000140000	ZB00	0001			E				001	20211221	SAPUSER5
100	0000100697	2000	0000140000	ZB03	0001			E				001	20211221	SAPUSER5
100	0000100698	1000	0000140000	ZB01	0001							001	20221030	SAPUSER1
100	0000100700	1000	0000140000	ZB03	0001			E				001	20240416	SAPUSER2
100	0000100701	1000	0000140000	ZB02	0001			E				001	20200619	SAPUSER3
100	0000100702	1000	0000140000	ZB03	0001			E				001	20200904	SAPUSER4
100	0000100705	1000	0000140000	ZB03	0001			E				001	20200520	SAPUSER3
100	0000100706	1000	0000140000	ZB03	0001			E				001	20201112	SAPUSER2
100	0000100713	2000	0000140000	ZB01	0001							001	20230211	SAPUSER2
100	0000100716	1000	0000140000	ZB03	0001			E				001	20211113	SAPUSER1
100	0000100716	2000	0000140000	ZB00	0001			E				001	20211113	SAPUSER1
100	0000100717	1000	0000140000	ZB03	0001							001	20191216	SAPUSER1
100	0000100718	2000	0000140000	ZB03	0001							001	20231017	SAPUSER3
100	0000100719	1000	0000140000	ZB00	0001			E				001	20190713	SAPUSER5
100	0000100720	1000	0000140000	ZB02	0001			E				001	20220723	SAPUSER5
100	0000100721	1000	0000140000	ZB03	0001			E				001	20211206	SAPUSER4
100	0000100722	1000	0000140000	ZB01	0001			E				001	20190906	SAPUSER5
100	0000100724	1000	0000140000	ZB03	0001			E				001	20190206	SAPUSER1
100	0000100725	2000	0000140000	ZB00	0001			E				001	20230702	SAPUSER2
100	0000100728	1000	0000140000	ZB02	0001			E				001	20240411	SAPUSER4
100	0000100729	1000	0000140000	ZB03	0001			E				001	20240208	SAPUSER2
100	0000100729	2000	0000140000	ZB02	0001			E				001	20240208	SAPUSER2
100	0000100730	1000	0000140000	ZB04	0001			E				001	20220810	SAPUSER5
100	0000100731	1000	0000140000	ZB01	0001			E				001	20201128	SAPUSER2
100	0000100732	2000	0000140000	ZB03	0001			E				001	20231129	SAPUSER1
100	0000100733	1000	0000140000	ZB03	0001			E				001	20211113	SAPUSER4
100	0000100734	1000	0000140000	ZB03	0001							001	20200819	SAPUSER1
100	0000100735	1000	0000140000	ZB04	0001			E				001	20200729	SAPUSER5
100	0000100737	1000	0000140000	ZB03	0001			E				001	20240516	SAPUSER3
100	0000100738	1000	0000140000	ZB03	0001			E				001	20240629	SAPUSER3
100	0000100741	1000	0000140000	ZB04	0001			E				001	20210425	SAPUSER5
100	0000100742	2000	0000140000	ZB04	0001			E				001	20240127	SAPUSER3
100	0000100745	1000	0000140000	ZB02	0001			E				001	20240705	SAPUSER5
100	0000100747	1000	0000140000	ZB01	0001			E				001	20190909	SAPUSER1
100	0000100750	1000	0000140000	ZB02	0001			E				001	20210710	SAPUSER5
100	0000100751	1000	0000140000	ZB00	0001			E				001	20200711	SAPUSER3
100	0000100752	1000	0000140000	ZB04	0001			E				001	20190515	SAPUSER2
100	0000100753	1000	0000140000	ZB02	0001			E				001	20210625	SAPUSER5
100	0000100755	1000	0000140000	ZB03	0001			E				001	20230315	SAPUSER4
100	0000100755	2000	0000140000	ZB04	0001			E				001	20230315	SAPUSER4
100	0000100756	1000	0000140000	ZB04	0001			E				001	20240623	SAPUSER5
100	0000100757	1000	0000140000	ZB03	0001			E				001	20231101	SAPUSER4
100	0000100757	2000	0000140000	ZB03	0001			E				001	20231101	SAPUSER4
100	0000100758	1000	0000140000	ZB03	0001			E				001	20231016	SAPUSER1
100	0000100761	2000	0000140000	ZB04	0001			E				001	20200729	SAPUSER2
100	0000100762	1000	0000140000	ZB03	0001			E				001	20220310	SAPUSER5
100	0000100762	2000	0000140000	ZB01	0001			E				001	20220310	SAPUSER5
100	0000100764	1000	0000140000	ZB04	0001			E				001	20220317	SAPUSER4
100	0000100765	2000	0000140000	ZB00	0001			E				001	20230620	SAPUSER5
100	0000100767	2000	0000140000	ZB02	0001			E				001	20220307	SAPUSER5
100	0000100768	2000	0000140000	ZB03	0001			E				001	20220406	SAPUSER2
100	0000100769	1000	0000140000	ZB01	0001			E				001	20240126	SAPUSER1
100	0000100770	1000	0000140000	ZB03	0001			E				001	20230720	SAPUSER2
100	0000100771	1000	0000140000	ZB03	0001			E				001	20220415	SAPUSER5
100	0000100772	1000	0000140000	ZB03	0001							001	20230109	SAPUSER2
100	0000100773	1000	0000140000	ZB04	0001			E				001	20230707	SAPUSER5
100	0000100774	1000	0000140000	ZB02	0001			E				001	20191018	SAPUSER2
100	0000100775	1000	0000140000	ZB02	0001			E				001	20190811	SAPUSER5
100	0000100776	1000	0000140000	ZB02	0001			E				001	20190823	SAPUSER3
100	0000100778	1000	0000140000	ZB00	0001			E				001	20231025	SAPUSER1
100	0000100779	2000	0000140000	ZB00	0001			E				001	20190217	SAPUSER1
100	0000100782	1000	0000140000	ZB02	0001			E				001	20190719	SAPUSER2
100	0000100783	1000	0000140000	ZB03	0001			E				001	20210902	SAPUSER2
100	0000100786	1000	0000140000	ZB00	0001			E				001	20220128	SAPUSER4
100	0000100786	2000	0000140000	ZB00	0001			E				001	20220128	SAPUSER4
100	0000100787	1000	0000140000	ZB03	0001			E				001	20210803	SAPUSER1
100	0000100787	2000	0000140000	ZB03	0001			E				001	20210803	SAPUSER1
100	0000100788	1000	0000140000	ZB02	0001							001	20210219	SAPUSER4
100	0000100789	1000	0000140000	ZB03	0001			E				001	20220103	SAPUSER3
100	0000100790	1000	0000140000	ZB03	0001			E				001	20240516	SAPUSER3
100	0000100791	2000	0000140000	ZB04	0001			E				001	20240622	SAPUSER5
100	0000100792	1000	0000140000	ZB04	0001			E				001	20190704	SAPUSER3
100	0000100793	1000	0000140000	ZB01	0001			E				001	20210506	SAPUSER1
100	0000100795	2000	0000140000	ZB03	0001			E				001	20230219	SAPUSER1
100	0000100796	1000	0000140000	ZB03	0001							001	20230907	SAPUSER5
100	0000100798	1000	0000140000	ZB03	0001			E				001	20190413	SAPUSER2
100	0000100799	1000	0000140000	ZB01	0001			E				001	20190310	SAPUSER1
100	0000100799	2000	0000140000	ZB03	0001			E				001	20190310	SAPUSER1
100	0000100800	1000	0000140000	ZB03	0001							001	20220802	SAPUSER1
100	0000100801	1000	0000140000	ZB04	0001			E				001	20230405	SAPUSER4
100	0000100802	2000	0000140000	ZB00	0001							001	20210531	SAPUSER4
100	0000100803	1000	0000140000	ZB03	0001			E				001	20220528	SAPUSER2
100	0000100805	1000	0000140000	ZB04	0001							001	20240318	SAPUSER5
100	0000100807	2000	0000140000	ZB03	0001							001	20211013	SAPUSER4
100	0000100808	2000	0000140000	ZB02	0001			E				001	20240115	SAPUSER4
100	0000100812	1000	0000140000	ZB00	0001			E				001	20220503	SAPUSER5
100	0000100813	1000	0000140000	ZB00	0001			E				001	20210506	SAPUSER1
100	0000100814	1000	0000140000	ZB03	0001			E				001	20210823	SAPUSER3
100	0000100815	1000	0000140000	ZB00	0001			E				001	20230604	SAPUSER2
100	0000100817	1000	0000140000	ZB03	0001			E				001	20191221	SAPUSER5
100	0000100818	1000	0000140000	ZB02	0001			E				001	20230114	SAPUSER1
100	0000100819	2000	0000140000	ZB03	0001			E				001	20191218	SAPUSER1
100	0000100821	1000	0000140000	ZB02	0001							001	20230112	SAPUSER3
100	0000100822	1000	0000140000	ZB00	0001			E				001	20200725	SAPUSER5
100	0000100823	2000	0000140000	ZB01	0001			E				001	20221022	SAPUSER3
100	0000100824	1000	0000140000	ZB02	0001			E				001	20230912	SAPUSER3
100	0000100825	1000	0000140000	ZB03	0001			E				001	20231122	SAPUSER4
100	0000100827	1000	0000140000	ZB01	0001			E				001	20240330	SAPUSER4
100	0000100828	1000	0000140000	ZB03	0001			E				001	20240116	SAPUSER4
100	0000100829	1000	0000140000	ZB01	0001			E				001	20240113	SAPUSER3
100	0000100830	1000	0000140000	ZB03	0001			E				001	20220219	SAPUSER4
100	0000100831	1000	0000140000	ZB01	0001			E				001	20190324	SAPUSER1
100	0000100831	2000	0000140000	ZB03	0001			E				001	20190324	SAPUSER1
100	0000100832	1000	0000140000	ZB03	0001			E				001	20240515	SAPUSER4
100	0000100833	1000	0000140000	ZB03	0001			E				001	20210809	SAPUSER3
100	0000100833	2000	0000140000	ZB03	0001			E				001	20210809	SAPUSER3
100	0000100835	1000	0000140000	ZB03	0001			E				001	20240404	SAPUSER1
100	0000100836	1000	0000140000	ZB01	0001							001	20240624	SAPUSER4
100	0000100836	2000	0000140000	ZB03	0001							001	20240624	SAPUSER4
100	0000100839	1000	0000140000	ZB02	0001			E				001	20190319	SAPUSER2
100	0000100840	2000	0000140000	ZB03	0001							001	20231103	SAPUSER5
100	0000100841	2000	0000140000	ZB00	0001			E				001	20220405	SAPUSER3
100	0000100844	2000	0000140000	ZB03	0001			E				001	20220419	SAPUSER2
100	0000100845	1000	0000140000	ZB03	0001			E				001	20201016	SAPUSER4
100	0000100846	1000	0000140000	ZB03	0001			E				001	20230405	SAPUSER2
100	0000100846	2000	0000140000	ZB04	0001			E				001	20230405	SAPUSER2
100	0000100847	1000	0000140000	ZB03	0001			E				001	20200206	SAPUSER5
100	0000100849	1000	0000140000	ZB04	0001			E				001	20220212	SAPUSER1
100	0000100852	1000	0000140000	ZB02	0001			E				001	20190917	SAPUSER3
100	0000100852	2000	0000140000	ZB03	0001			E				001	20190917	SAPUSER3
100	0000100855	1000	0000140000	ZB03	0001			E				001	20230820	SAPUSER3
100	0000100856	2000	0000140000	ZB04	0001							001	20190318	SAPUSER3
100	0000100858	2000	0000140000	ZB02	0001			E				001	20240306	SAPUSER3
100	0000100859	1000	0000140000	ZB03	0001			E				001	20230413	SAPUSER3
100	0000100860	1000	0000140000	ZB04	0001			E				001	20221118	SAPUSER5
100	0000100862	1000	0000140000	ZB03	0001			E				001	20231101	SAPUSER3
100	0000100863	1000	0000140000	ZB02	0001			E				001	20221111	SAPUSER5
100	0000100864	1000	0000140000	ZB00	0001			E				001	20230724	SAPUSER1
100	0000100865	1000	0000140000	ZB03	0001			E				001	20240723	SAPUSER2
100	0000100867	2000	0000140000	ZB03	0001			E				001	20220819	SAPUSER5
100	0000100870	1000	0000140000	ZB03	0001			E				001	20210618	SAPUSER5
100	0000100872	1000	0000140000	ZB03	0001			E				001	20210606	SAPUSER2
100	0000100872	2000	0000140000	ZB01	0001			E				001	20210606	SAPUSER2
100	0000100873	1000	0000140000	ZB03	0001			E				001	20210519	SAPUSER5
100	0000100874	1000	0000140000	ZB04	0001			E				001	20210821	SAPUSER5
100	0000100878	1000	0000140000	ZB03	0001			E				001	20220701	SAPUSER2
100	0000100884	1000	0000140000	ZB01	0001			E				001	20230727	SAPUSER1
100	0000100885	1000	0000140000	ZB00	0001							001	20231206	SAPUSER3
100	0000100887	1000	0000140000	ZB03	0001			E				001	20220322	SAPUSER5
100	0000100889	1000	0000140000	ZB04	0001			E				001	20220804	SAPUSER3
100	0000100890	1000	0000140000	ZB03	0001			E				001	20220527	SAPUSER3
100	0000100895	1000	0000140000	ZB03	0001			E				001	20190215	SAPUSER2
100	0000100896	2000	0000140000	ZB01	0001			E				001	20200614	SAPUSER2
100	0000100897	1000	0000140000	ZB03	0001			E				001	20230605	SAPUSER4
100	0000100897	2000	0000140000	ZB03	0001			E				001	20230605	SAPUSER4
100	0000100899	1000	0000140000	ZB00	0001			E				001	20200622	SAPUSER5
100	0000100900	2000	0000140000	ZB03	0001			E				001	20190607	SAPUSER1
100	0000100902	1000	0000140000	ZB03	0001			E				001	20231108	SAPUSER2
100	0000100903	1000	0000140000	ZB03	0001			E				001	20200112	SAPUSER3
100	0000100905	1000	0000140000	ZB01	0001			E				001	20221227	SAPUSER2
100	0000100905	2000	0000140000	ZB03	0001			E				001	20221227	SAPUSER2
100	0000100906	2000	0000140000	ZB02	0001			E				001	20200626	SAPUSER2
100	0000100908	1000	0000140000	ZB04	0001			E				001	20230108	SAPUSER3
100	0000100909	1000	0000140000	ZB02	0001			E				001	20230530	SAPUSER3
100	0000100910	1000	0000140000	ZB01	0001			E				001	20211016	SAPUSER1
100	0000100911	1000	0000140000	ZB03	0001			E				001	20200610	SAPUSER3
100	0000100911	2000	0000140000	ZB04	0001			E				001	20200610	SAPUSER3
100	0000100914	2000	0000140000	ZB03	0001							001	20231017	SAPUSER3
100	0000100915	2000	0000140000	ZB02	0001			E				001	20211011	SAPUSER2
100	0000100916	1000	0000140000	ZB04	0001			E				001	20230531	SAPUSER4
100	0000100918	1000	0000140000	ZB04	0001			E				001	20200323	SAPUSER2
100	0000100919	1000	0000140000	ZB03	0001			E				001	20220918	SAPUSER2
100	0000100919	2000	0000140000	ZB03	0001			E				001	20220918	SAPUSER2
100	0000100921	1000	0000140000	ZB04	0001			E				001	20200429	SAPUSER2
100	0000100924	2000	0000140000	ZB02	0001							001	20230626	SAPUSER2
100	0000100925	1000	0000140000	ZB04	0001							001	20191114	SAPUSER4
100	0000100928	1000	0000140000	ZB03	0001			E				001	20200911	SAPUSER2
100	0000100930	1000	0000140000	ZB03	0001			E				001	20221213	SAPUSER2
100	0000100931	1000	0000140000	ZB04	0001							001	20240719	SAPUSER1
100	0000100933	1000	0000140000	ZB00	0001			E				001	20230901	SAPUSER1
100	0000100934	1000	0000140000	ZB01	0001			E				001	20230812	SAPUSER5
100	0000100936	1000	0000140000	ZB01	0001			E				001	20210301	SAPUSER3
100	0000100937	1000	0000140000	ZB03	0001			E				001	20210201	SAPUSER4
100	0000100938	2000	0000140000	ZB03	0001			E				001	20191214	SAPUSER1
100	0000100941	1000	0000140000	ZB00	0001			E				001	20220821	SAPUSER2
100	0000100943	1000	0000140000	ZB03	0001			E				001	20230808	SAPUSER5
100	0000100944	2000	0000140000	ZB03	0001			E				001	20210707	SAPUSER3
100	0000100946	1000	0000140000	ZB01	0001			E				001	20200627	SAPUSER3
100	0000100947	2000	0000140000	ZB01	0001							001	20200609	SAPUSER2
100	0000100950	1000	0000140000	ZB03	0001							001	20221128	SAPUSER4
100	0000100951	1000	0000140000	ZB03	0001							001	20191125	SAPUSER1
100	0000100952	1000	0000140000	ZB04	0001							001	20231123	SAPUSER4
100	0000100953	1000	0000140000	ZB03	0001			E				001	20240721	SAPUSER4
100	0000100954	1000	0000140000	ZB04	0001			E				001	20231104	SAPUSER1
100	0000100954	2000	0000140000	ZB02	0001			E				001	20231104	SAPUSER1
100	0000100956	2000	0000140000	ZB03	0001			E				001	20210715	SAPUSER2
100	0000100957	1000	0000140000	ZB03	0001			E				001	20220323	SAPUSER2
100	0000100958	1000	0000140000	ZB03	0001			E				001	20200522	SAPUSER3
100	0000100960	1000	0000140000	ZB03	0001			E				001	20210307	SAPUSER1
100	0000100961	1000	0000140000	ZB03	0001			E				001	20221107	SAPUSER5
100	0000100963	1000	0000140000	ZB02	0001			E				001	20220807	SAPUSER4
100	0000100964	1000	0000140000	ZB03	0001			E				001	20230310	SAPUSER5
100	0000100965	2000	0000140000	ZB03	0001			E				001	20220715	SAPUSER5
100	0000100966	1000	0000140000	ZB02	0001			E				001	20200801	SAPUSER2
100	0000100966	2000	0000140000	ZB02	0001			E				001	20200801	SAPUSER2
100	0000100967	1000	0000140000	ZB03	0001			E				001	20240406	SAPUSER3
100	0000100969	1000	0000140000	ZB02	0001			E				001	20231226	SAPUSER4
100	0000100970	1000	0000140000	ZB03	0001							001	20211107	SAPUSER3
100	0000100970	2000	0000140000	ZB02	0001							001	20211107	SAPUSER3
100	0000100971	1000	0000140000	ZB04	0001			E				001	20191016	SAPUSER1
100	0000100974	1000	0000140000	ZB03	0001			E				001	20201217	SAPUSER2
100	0000100975	1000	0000140000	ZB03	0001			E				001	20230419	SAPUSER5
100	0000100976	1000	0000140000	ZB02	0001			E				001	20230821	SAPUSER3
100	0000100980	1000	0000140000	ZB04	0001							001	20220320	SAPUSER3
100	0000100981	1000	0000140000	ZB04	0001			E				001	20240614	SAPUSER1
100	0000100982	1000	0000140000	ZB03	0001			E				001	20210503	SAPUSER2
100	0000100982	2000	0000140000	ZB00	0001			E				001	20210503	SAPUSER2
100	0000100983	1000	0000140000	ZB03	0001			E				001	20200709	SAPUSER2
100	0000100985	1000	0000140000	ZB03	0001							001	20191202	SAPUSER1
100	0000100986	1000	0000140000	ZB04	0001			E				001	20200201	SAPUSER4
100	0000100987	1000	0000140000	ZB04	0001			E				001	20201105	SAPUSER4
100	0000100988	1000	0000140000	ZB04	0001			E				001	20190208	SAPUSER1
100	0000100989	1000	0000140000	ZB00	0001			E				001	20231014	SAPUSER4
100	0000100989	2000	0000140000	ZB04	0001			E				001	20231014	SAPUSER4
100	0000100990	1000	0000140000	ZB04	0001			E				001	20240117	SAPUSER2
100	0000100990	2000	0000140000	ZB02	0001			E				001	20240117	SAPUSER2
100	0000100991	1000	0000140000	ZB02	0001			E				001	20210820	SAPUSER5
100	0000100992	1000	0000140000	ZB02	0001			E				001	20220323	SAPUSER1
100	0000100993	1000	0000140000	ZB02	0001			E				001	20210625	SAPUSER1
100	0000100994	1000	0000140000	ZB02	0001							001	20240528	SAPUSER5
100	0000100997	2000	0000140000	ZB03	0001			E				001	20230521	SAPUSER5
100	0000100998	1000	0000140000	ZB04	0001			E				001	20210131	SAPUSER1
100	0000100999	1000	0000140000	ZB04	0001			E				001	20210215	SAPUSER4
100	0000101000	1000	0000140000	ZB04	0001			E				001	20200707	SAPUSER5
100	0000101001	1000	0000140000	ZB03	0001			E				001	20210725	SAPUSER5
100	0000101002	1000	0000140000	ZB04	0001			E				001	20220804	SAPUSER1
100	0000101003	1000	0000140000	ZB04	0001			E				001	20201229	SAPUSER3
100	0000101004	1000	0000140000	ZB04	0001			E				001	20190827	SAPUSER4
100	0000101005	1000	0000140000	ZB01	0001							001	20230829	SAPUSER1
100	0000101006	1000	0000140000	ZB03	0001			E				001	20201106	SAPUSER5
100	0000101007	2000	0000140000	ZB00	0001							001	20190324	SAPUSER5
100	0000101008	1000	0000140000	ZB03	0001			E				001	20240221	SAPUSER5
100	0000101010	1000	0000140000	ZB02	0001							001	20240505	SAPUSER5
100	0000101011	1000	0000140000	ZB00	0001							001	20230915	SAPUSER5
100	0000101012	1000	0000140000	ZB02	0001			E				001	20240213	SAPUSER3
100	0000101013	1000	0000140000	ZB03	0001			E				001	20230301	SAPUSER5
100	0000101013	2000	0000140000	ZB03	0001			E				001	20230301	SAPUSER5
100	0000101014	1000	0000140000	ZB04	0001			E				001	20210418	SAPUSER4
