MANDT	KUNNR	BUKRS	MABER	MAHNS	MADAT	MANSP	KNRMA
100	0000101259	2000		3	20250416		
100	0000101260	1000		3	20250514		
100	0000101262	1000		3	20250309		
100	0000101265	1000		3	20241201		
100	0000101269	1000		3	20251124		
100	0000101271	1000		3	20250123		
100	0000101273	1000		3	20260806		
100	0000101274	1000		3	20250708		
100	0000101278	1000		3	20260224		
100	0000101279	1000		3	20241212		
100	0000101280	1000		3	20241217		
100	0000101281	1000		3	20250204		
100	0000101282	1000		3	20250330		
100	0000101283	2000		3	20250812		
100	0000101284	1000		3	20250306		
100	0000101286	1000		3	20250219		
100	0000101287	1000		3	20241219		
100	0000101289	1000		3	20260118		
100	0000101290	2000		3	20250116		
100	0000101291	1000		3	20251110		
100	0000101292	1000		3	20260517		
100	0000101292	2000		3	20260719		
100	0000101296	1000		3	20250506		
100	0000101298	1000		3	20250309		
100	0000101299	2000		3	20260115		
100	0000101300	2000		3	20260217		
100	0000101302	1000		3	20260319		
100	0000101304	1000		3	20250105		
100	0000101306	1000		3	20250701		
100	0000101307	1000		3	20250310		
100	0000101309	1000		3	20241222		
100	0000101310	1000		3	20241204		
100	0000101313	1000		3	20251207		
100	0000101314	1000		3	20250407		
100	0000101315	2000		3	20241224		
100	0000101317	1000		3	20250309		
100	0000101318	2000		1	20260813		
100	0000101320	1000		3	20250615		
100	0000101321	2000		3	20250119		
100	0000101322	1000		3	20250202		
100	0000101323	1000		3	20250427		
100	0000101324	1000		3	20250105		
100	0000101325	1000		3	20250928		
100	0000101328	1000		3	20260111		
100	0000101330	1000		3	20260719		
100	0000101332	1000		3	20241217		
100	0000101334	1000		3	20250408		
100	0000101335	1000		3	20251016		
100	0000101335	2000		3	20250629		
100	0000101337	1000		3	20250209		
100	0000101338	1000		3	20250817		
100	0000101339	1000		3	20251117		
100	0000101340	1000		3	20250504		
100	0000101342	2000		3	20250121		
100	0000101343	1000		3	20250715		
100	0000101344	1000		3	20250202		
100	0000101345	1000		3	20250720		
100	0000101346	1000		3	20241217		
100	0000101350	1000		3	20241224		
100	0000101351	1000		3	20250107		
100	0000101352	1000		3	20251209		
100	0000101355	1000		3	20260301		
100	0000101355	2000		3	20260503		
100	0000101356	1000		3	20250910		
100	0000101360	1000		3	20241210		
100	0000101361	1000		3	20250622		
100	0000101364	1000		3	20250119		
100	0000101367	1000		3	20250112		
100	0000101368	1000		3	20260414		
100	0000101368	2000		3	20251118		
100	0000101369	1000		3	20241224		
100	0000101370	1000		3	20250706		
100	0000101374	1000		3	20250224		
100	0000101375	1000		3	20241208		
100	0000101378	1000		3	20251214		
100	0000101379	2000		1	20260826		
100	0000101380	1000		3	20250907		
100	0000101381	2000		3	20250831		
100	0000101384	2000		3	20250327		
100	0000101387	1000		3	20250113		
100	0000101389	1000		3	20241208		
100	0000101390	1000		3	20250512		
100	0000101390	2000		3	20251109		
100	0000101392	1000		3	20260719		
100	0000101393	1000		3	20260806		
100	0000101394	2000		3	20250410		
100	0000101396	1000		3	20250223		
100	0000101399	2000		3	20251005		
100	0000101400	1000		3	20250629		
100	0000101400	2000		3	20250508		
100	0000101401	2000		3	20260112		
100	0000101404	1000		3	20250126		
100	0000101406	1000		3	20251005		
100	0000101406	2000		3	20260622		
100	0000101408	2000		3	20250615		
100	0000101411	1000		3	20250908		
100	0000101414	1000		3	20241201		
100	0000101415	2000		3	20241225		
100	0000101417	1000		3	20260810		
100	0000101418	2000		3	20250128		
100	0000101419	1000		3	20250506		
100	0000101420	1000		3	20250330		
100	0000101422	1000		2	20260822		
100	0000101423	2000		3	20241211		
100	0000101425	2000		3	20241216		
100	0000101427	1000		3	20250529		
100	0000101430	1000		3	20251015		
100	0000101430	2000		3	20250420		
100	0000101431	1000		3	20250526		
100	0000101432	1000		3	20250529		
100	0000101433	1000		3	20250317		
100	0000101434	1000		3	20251218		
100	0000101438	1000		3	20250326		
100	0000101439	1000		3	20250427		
100	0000101441	1000		3	20260611		
100	0000101442	2000		3	20250721		
100	0000101443	2000		3	20250501		
100	0000101444	1000		3	20241226		
100	0000101446	1000		3	20250608		
100	0000101446	2000		3	20260323		
100	0000101447	1000		3	20250629		
100	0000101448	1000		3	20250720		
100	0000101450	1000		3	20250421		
100	0000101451	1000		3	20241219		
100	0000101453	1000		3	20250330		
100	0000101454	1000		3	20250520		
100	0000101455	1000		3	20241212		
100	0000101457	1000		3	20250330		
100	0000101458	1000		3	20250803		
100	0000101460	1000		3	20260823		
100	0000101460	2000		3	20260816		
100	0000101461	1000		3	20250818		
100	0000101462	2000		3	20250326		
100	0000101463	2000		3	20250707		
100	0000101465	1000		3	20250220		
100	0000101467	1000		3	20250112		
100	0000101468	1000		3	20250501		
100	0000101469	1000		3	20250106		
100	0000101470	2000		3	20241223		
100	0000101471	1000		3	20250515		
100	0000101472	2000		3	20250109		
100	0000101473	2000		3	20251221		
100	0000101475	1000		3	20241208		
100	0000101476	2000		3	20250429		
100	0000101479	1000		3	20260104		
100	0000101481	1000		1	20260820		
100	0000101482	2000		3	20250217		
100	0000101483	1000		3	20250803		
100	0000101484	2000		3	20250525		
100	0000101485	2000		3	20250109		
100	0000101488	1000		3	20260622		
100	0000101489	1000		3	20250126		
100	0000101490	1000		3	20250123		
100	0000101492	2000		3	20250105		
100	0000101493	2000		3	20250818		
100	0000101494	1000		3	20250316		
100	0000101495	2000		3	20260819		
100	0000101496	1000		3	20241216		
100	0000101502	1000		3	20241201		
100	0000101503	1000		3	20250120		
100	0000101504	1000		3	20250107		
100	0000101505	1000		3	20250112		
100	0000101510	1000		3	20250303		
100	0000101511	2000		3	20250525		
100	0000101512	1000		3	20260608		
100	0000101514	1000		3	20250615		
100	0000101519	1000		3	20241210		
100	0000101520	1000		3	20250915		
100	0000101522	1000		3	20250609		
100	0000101522	2000		3	20250413		
100	0000101523	1000		3	20250810		
100	0000101524	2000		3	20241209		
100	0000101525	1000		3	20250112		
100	0000101526	2000		3	20250318		
100	0000101527	1000		3	20250318		
100	0000101532	2000		3	20250525		
100	0000101534	1000		3	20250914		
100	0000101535	1000		3	20251105		
100	0000101537	2000		3	20250223		
100	0000101540	1000		3	20241215		
100	0000101545	1000		3	20241222		
100	0000101546	1000		3	20241216		
100	0000101547	2000		3	20250212		
100	0000101550	1000		3	20250202		
100	0000101551	1000		3	20250312		
100	0000101552	2000		3	20250226		
100	0000101554	1000		3	20250629		
100	0000101555	1000		3	20250220		
100	0000101557	2000		3	20250505		
100	0000101558	1000		3	20250211		
100	0000101559	1000		3	20250518		
100	0000101560	1000		3	20260712		
100	0000101561	1000		3	20251023		
100	0000101562	1000		3	20250422		
100	0000101563	2000		3	20260719		
100	0000101567	1000		3	20241226		
100	0000101570	2000		1	20260730		
100	0000101572	1000		3	20250323		
100	0000101573	1000		3	20250803		
100	0000101574	1000		3	20250930		
100	0000101574	2000		3	20250608		
100	0000101575	1000		3	20260419		
100	0000101575	2000		3	20260429		
100	0000101578	1000		3	20250317		
100	0000101580	1000		3	20250826		
100	0000101581	1000		3	20241218		
100	0000101582	1000		3	20250204		
100	0000101583	1000		3	20250907		
100	0000101586	1000		1	20260807		
100	0000101586	2000		1	20260815		
100	0000101587	1000		3	20250618		
100	0000101589	2000		3	20250923		
100	0000101590	1000		3	20250211		
100	0000101591	1000		3	20241215		
100	0000101592	2000		3	20241209		
100	0000101593	1000		3	20251118		
100	0000101594	2000		3	20250916		
100	0000101595	1000		3	20251123		
100	0000101596	1000		3	20250518		
100	0000101597	1000		3	20250413		
100	0000101598	1000		3	20250302		
100	0000101599	1000		3	20250403		
100	0000101600	1000		3	20251229		
100	0000101601	2000		3	20250112		
100	0000101604	1000		3	20250707		
100	0000101605	1000		3	20250309		
100	0000101607	1000		3	20250112		
100	0000101608	1000		3	20250317		
100	0000101609	1000		3	20250525		
100	0000101610	1000		3	20250323		
100	0000101611	1000		3	20250330		
100	0000101611	2000		3	20260112		
100	0000101612	1000		3	20241225		
100	0000101615	1000		3	20251209		
100	0000101616	1000		3	20250615		
100	0000101618	2000		3	20260111		
100	0000101619	1000		3	20250914		
100	0000101620	2000		3	20260629		
100	0000101621	2000		3	20260719		
100	0000101624	1000		3	20241215		
100	0000101625	2000		3	20260118		
100	0000101626	2000		3	20251014		
100	0000101627	1000		3	20250619		
100	0000101630	1000		3	20250623		
100	0000101631	1000		3	20250831		
100	0000101632	1000		3	20250518		
100	0000101634	1000		3	20260111		
100	0000101635	1000		3	20250128		
100	0000101636	1000		3	20250323		
100	0000101636	2000		3	20250227		
100	0000101640	2000		3	20250302		
100	0000101641	1000		3	20251014		
100	0000101642	2000		3	20250109		
100	0000101643	2000		3	20250323		
100	0000101644	1000		3	20250907		
100	0000101645	1000		3	20250803		
100	0000101646	1000		3	20250302		
100	0000101647	1000		3	20260322		
100	0000101648	1000		3	20250720		
100	0000101648	2000		3	20241208		
100	0000101649	1000		3	20260322		
100	0000101650	1000		3	20251217		
100	0000101654	1000		3	20250102		
100	0000101656	2000		3	20250105		
100	0000101657	1000		3	20260719		
100	0000101658	2000		3	20260723		
100	0000101661	2000		3	20250108		
100	0000101662	1000		3	20250812		
100	0000101663	2000		3	20250123		
100	0000101666	2000		3	20250923		
100	0000101667	1000		3	20260118		
100	0000101668	1000		3	20241229		
100	0000101669	2000		3	20251110		
100	0000101671	1000		3	20251008		
100	0000101673	1000		3	20250108		
100	0000101674	1000		3	20250604		
100	0000101675	1000		1	20260808		
100	0000101678	1000		3	20250414		
100	0000101679	1000		3	20250310		
100	0000101680	1000		3	20250101		
100	0000101682	1000		1	20260823		
100	0000101684	2000		3	20250105		
100	0000101685	1000		3	20250126		
100	0000101686	2000		3	20250915		
100	0000101687	1000		3	20241225		
100	0000101688	1000		3	20241226		
100	0000101689	1000		3	20250209		
100	0000101690	1000		3	20241202		
100	0000101691	2000		3	20250219		
100	0000101692	1000		2	20260824		
100	0000101692	2000		3	20250122		
100	0000101693	1000		3	20241218		
100	0000101695	1000		3	20250216		
100	0000101696	1000		3	20250427		
100	0000101696	2000		3	20250331		
100	0000101697	1000		3	20241229		
100	0000101699	1000		3	20250622		
100	0000101700	1000		3	20250407		
100	0000101701	1000		3	20260607		
100	0000101703	1000		3	20250803		
100	0000101704	1000		3	20250903		
100	0000101705	1000		3	20241215		
100	0000101705	2000		3	20251204		
100	0000101707	1000		3	20250622		
100	0000101709	1000		3	20250608		
100	0000101711	1000		3	20241222		
100	0000101712	1000		3	20241222		
100	0000101713	1000		3	20250325		
100	0000101714	1000		3	20250325		
100	0000101716	1000		3	20251216		
100	0000101717	1000		3	20250126		
100	0000101719	1000		3	20250223		
100	0000101720	2000		3	20250309		
100	0000101723	1000		3	20250126		
100	0000101724	1000		3	20250122		
100	0000101727	2000		3	20250421		
100	0000101729	1000		3	20250407		
100	0000101730	1000		3	20250227		
100	0000101732	1000		3	20250518		
100	0000101733	1000		3	20250427		
100	0000101734	1000		3	20250224		
100	0000101736	1000		3	20250205		
100	0000101737	1000		3	20260819		
100	0000101742	1000		3	20250508		
100	0000101743	1000		3	20241201		
100	0000101744	1000		3	20241230		
100	0000101745	2000		3	20250217		
100	0000101746	1000		3	20250105		
100	0000101748	1000		2	20260801		
100	0000101750	1000		3	20250729		
100	0000101754	1000		3	20250724		
100	0000101755	1000		3	20250112		
100	0000101756	1000		3	20250330		
100	0000101757	1000		3	20250327		
100	0000101759	2000		3	20250220		
100	0000101761	1000		3	20250922		
100	0000101762	1000		3	20251021		
100	0000101763	1000		3	20250430		
100	0000101765	1000		3	20250109		
100	0000101766	1000		3	20250108		
100	0000101766	2000		3	20260420		
100	0000101767	1000		3	20251112		
100	0000101768	1000		3	20241215		
100	0000101769	2000		3	20251123		
100	0000101772	2000		3	20250608		
100	0000101773	1000		3	20250723		
100	0000101773	2000		3	20250529		
100	0000101774	1000		3	20250429		
100	0000101776	1000		3	20241201		
100	0000101776	2000		3	20250223		
100	0000101779	1000		3	20250225		
100	0000101780	2000		3	20251109		
100	0000101784	2000		3	20260519		
100	0000101785	1000		3	20250330		
100	0000101789	1000		3	20250218		
100	0000101790	1000		3	20250518		
100	0000101791	1000		3	20250406		
100	0000101792	2000		3	20250615		
100	0000101793	1000		3	20250506		
100	0000101794	2000		3	20241201		
100	0000101795	1000		3	20241222		
100	0000101797	1000		3	20241202		
100	0000101797	2000		3	20251216		
100	0000101799	1000		3	20250518		
100	0000101801	2000		3	20250123		
100	0000101802	1000		3	20260720		
100	0000101803	1000		3	20241205		
100	0000101808	1000		3	20250813		
100	0000101809	1000		3	20250907		
100	0000101810	2000		3	20250708		
100	0000101815	2000		3	20250407		
100	0000101817	1000		3	20241230		
100	0000101818	1000		3	20250528		
100	0000101819	1000		3	20260416		
100	0000101819	2000		3	20250824		
100	0000101820	1000		3	20251123		
100	0000101824	1000		3	20250525		
100	0000101825	1000		3	20250727		
100	0000101826	2000		3	20250605		
100	0000101827	1000		3	20250223		
100	0000101828	1000		1	20260820		
100	0000101830	1000		3	20250401		
100	0000101831	2000		3	20250304		
100	0000101832	1000		3	20250622		
100	0000101833	1000		3	20250306		
100	0000101834	1000		3	20260122		
100	0000101835	1000		3	20250209		
100	0000101840	1000		3	20250810		
100	0000101841	1000		3	20250513		
100	0000101843	1000		3	20250629		
100	0000101844	1000		3	20250623		
100	0000101845	1000		3	20260208		
100	0000101846	1000		3	20250209		
100	0000101847	1000		3	20250119		
100	0000101848	1000		3	20250203		
100	0000101849	1000		3	20250707		
100	0000101850	2000		3	20241212		
100	0000101851	1000		3	20250119		
100	0000101852	1000		3	20250129		
100	0000101854	1000		3	20251102		
100	0000101855	1000		3	20250709		
100	0000101856	1000		3	20250413		
100	0000101857	1000		3	20241210		
100	0000101858	2000		3	20251130		
100	0000101859	1000		2	20260824		
100	0000101860	1000		3	20260315		
100	0000101861	1000		3	20241229		
100	0000101863	1000		3	20250331		
100	0000101865	2000		3	20260426		
100	0000101866	2000		3	20260603		
100	0000101868	2000		3	20241212		
100	0000101869	2000		3	20251015		
100	0000101870	1000		3	20250817		
100	0000101871	1000		3	20250715		
100	0000101872	1000		3	20241210		
100	0000101874	1000		3	20251214		
100	0000101875	2000		3	20241219		
100	0000101876	1000		3	20250611		
100	0000101876	2000		3	20260511		
100	0000101878	2000		3	20250330		
100	0000101885	1000		3	20250402		
100	0000101886	1000		3	20251005		
100	0000101887	1000		3	20250119		
100	0000101888	1000		3	20250518		
100	0000101889	1000		3	20250617		
100	0000101891	1000		3	20260609		
100	0000101893	2000		3	20250506		
100	0000101894	1000		3	20250615		
100	0000101895	1000		3	20260329		
100	0000101896	2000		3	20250625		
100	0000101897	1000		3	20260728		
100	0000101899	1000		3	20260531		
100	0000101901	1000		3	20250409		
100	0000101903	1000		2	20260807		
100	0000101904	1000		3	20250803		
100	0000101905	1000		3	20250202		
100	0000101907	1000		3	20250105		
100	0000101907	2000		3	20241208		
100	0000101910	1000		3	20250803		
100	0000101911	2000		3	20250327		
100	0000101913	1000		3	20250408		
100	0000101914	1000		3	20250105		
100	0000101916	1000		3	20250720		
100	0000101917	1000		3	20250327		
100	0000101918	1000		3	20260826		
100	0000101922	1000		3	20250504		
100	0000101923	1000		3	20241209		
100	0000101925	1000		3	20250427		
100	0000101927	1000		3	20251027		
100	0000101928	2000		3	20250630		
100	0000101930	1000		3	20250713		
100	0000101930	2000		3	20250218		
100	0000101931	1000		1	20260805		
100	0000101932	1000		3	20251009		
100	0000101933	1000		1	20260805		
100	0000101934	1000		3	20250915		
100	0000101936	1000		3	20250116		
100	0000101937	1000		3	20250112		
100	0000101940	1000		1	20260823		
100	0000101940	2000		3	20260412		
100	0000101941	2000		3	20260616		
100	0000101942	1000		3	20250727		
100	0000101942	2000		3	20250701		
100	0000101943	1000		3	20250403		
100	0000101945	1000		3	20250216		
100	0000101947	1000		3	20250609		
100	0000101947	2000		3	20250909		
100	0000101948	1000		1	20260826		
100	0000101950	2000		3	20250619		
100	0000101951	1000		3	20251026		
100	0000101952	1000		3	20250814		
100	0000101953	1000		3	20250313		
100	0000101954	1000		3	20251201		
100	0000101955	2000		3	20241230		
100	0000101956	1000		3	20250205		
100	0000101957	1000		1	20260819		
100	0000101958	1000		3	20250218		
100	0000101959	2000		3	20241208		
100	0000101960	1000		3	20251118		
100	0000101961	2000		3	20250223		
100	0000101963	1000		3	20250604		
100	0000101964	1000		3	20260507		
100	0000101966	1000		3	20250202		
100	0000101969	2000		3	20250126		
100	0000101970	1000		3	20250701		
100	0000101971	1000		3	20250119		
100	0000101972	2000		3	20250928		
100	0000101973	2000		3	20251030		
100	0000101974	1000		3	20250413		
100	0000101975	2000		3	20250708		
100	0000101976	1000		3	20241208		
100	0000101977	1000		3	20241211		
100	0000101978	1000		3	20241224		
100	0000101980	1000		3	20250611		
100	0000101981	2000		3	20250204		
100	0000101983	2000		3	20250805		
100	0000101985	1000		3	20260503		
100	0000101985	2000		3	20250324		
100	0000101986	2000		3	20241204		
100	0000101987	1000		3	20241203		
100	0000101989	1000		3	20250525		
100	0000101990	1000		3	20260310		
100	0000101991	1000		3	20250415		
100	0000101992	1000		3	20241231		
100	0000101993	1000		3	20250421		
100	0000101994	1000		3	20260705		
100	0000101995	2000		3	20250302		
100	0000101996	2000		3	20241222		
100	0000101997	1000		3	20251231		
100	0000101998	1000		3	20250622		
100	0000101999	1000		1	20260807		
100	0000102000	1000		3	20250226		
100	0000102002	1000		3	20250720		
100	0000102004	2000		3	20260601		
100	0000102005	2000		3	20250323		
100	0000102006	1000		3	20250223		
100	0000102010	1000		3	20260121		
100	0000102010	2000		3	20250202		
100	0000102012	1000		3	20260120		
100	0000102016	1000		3	20241208		
100	0000102017	2000		3	20250330		
100	0000102020	1000		1	20260812		
100	0000102021	1000		3	20250217		
100	0000102023	1000		3	20250202		
100	0000102025	1000		3	20250202		
100	0000102026	1000		3	20241217		
100	0000102027	1000		3	20260203		
100	0000102029	1000		3	20251026		
100	0000102032	1000		3	20241225		
100	0000102033	1000		3	20251015		
100	0000102034	1000		3	20250602		
100	0000102035	1000		3	20241208		
100	0000102036	1000		3	20250126		
100	0000102039	1000		3	20250601		
100	0000102041	1000		3	20250519		
100	0000102044	1000		3	20250212		
100	0000102044	2000		3	20250317		
100	0000102045	2000		3	20250715		
100	0000102046	2000		3	20250618		
100	0000102047	1000		3	20250721		
100	0000102048	1000		2	20260801		
100	0000102051	1000		3	20241215		
100	0000102052	1000		3	20250608		
100	0000102053	2000		3	20251007		
100	0000102054	1000		3	20250101		
100	0000102054	2000		3	20251229		
100	0000102057	1000		3	20250109		
100	0000102058	1000		3	20250824		
100	0000102062	1000		3	20250218		
100	0000102065	1000		3	20250525		
100	0000102066	2000		3	20250813		
100	0000102067	1000		3	20250415		
100	0000102068	1000		3	20250717		
100	0000102068	2000		3	20250223		
100	0000102069	2000		3	20250714		
100	0000102070	1000		3	20250430		
100	0000102072	1000		3	20250216		
100	0000102073	2000		3	20250526		
100	0000102075	1000		3	20251201		
100	0000102076	2000		3	20250417		
100	0000102079	1000		3	20250218		
100	0000102080	1000		3	20250218		
100	0000102080	2000		3	20250527		
100	0000102081	1000		3	20251130		
100	0000102082	2000		3	20250319		
100	0000102083	2000		3	20250113		
100	0000102084	1000		3	20250330		
100	0000102086	1000		3	20250420		
100	0000102087	1000		3	20260104		
100	0000102087	2000		3	20260212		
100	0000102088	2000		3	20250213		
100	0000102089	1000		3	20260126		
100	0000102090	1000		3	20250507		
100	0000102092	2000		2	20260823		
100	0000102093	1000		3	20250804		
100	0000102094	1000		3	20260316		
100	0000102095	1000		3	20250223		
100	0000102096	2000		3	20241226		
100	0000102098	1000		3	20260726		
100	0000102099	2000		3	20260625		
100	0000102100	1000		3	20241223		
100	0000102100	2000		3	20260222		
100	0000102102	1000		3	20251224		
100	0000102104	1000		3	20251012		
100	0000102105	1000		3	20250420		
100	0000102106	2000		3	20250324		
100	0000102107	1000		3	20250807		
100	0000102110	2000		3	20250123		
100	0000102112	1000		3	20260315		
100	0000102113	1000		3	20250710		
100	0000102114	2000		3	20250105		
100	0000102118	1000		3	20250413		
100	0000102119	1000		3	20251222		
100	0000102121	1000		3	20250623		
100	0000102122	1000		3	20260726		
100	0000102125	2000		3	20250209		
100	0000102126	1000		3	20250525		
100	0000102127	1000		3	20250105		
100	0000102128	1000		3	20251013		
100	0000102129	1000		3	20250707		
100	0000102132	1000		3	20241208		
100	0000102133	1000		3	20250112		
100	0000102133	2000		3	20260219		
100	0000102134	1000		3	20250804		
100	0000102135	1000		3	20250212		
100	0000102136	1000		3	20250126		
100	0000102139	1000		3	20250619		
100	0000102140	1000		3	20260201		
100	0000102141	1000		3	20260120		
100	0000102142	1000		3	20250209		
100	0000102144	1000		2	20260731		
100	0000102150	1000		3	20250105		
100	0000102151	1000		3	20250608		
100	0000102153	2000		3	20251005		
100	0000102155	1000		3	20250119		
100	0000102156	1000		3	20241201		
100	0000102157	1000		3	20250618		
100	0000102158	1000		3	20250504		
100	0000102159	2000		1	20260819		
100	0000102160	1000		3	20250910		
100	0000102161	1000		3	20250112		
100	0000102167	1000		3	20250116		
100	0000102168	1000		3	20260318		
100	0000102168	2000		3	20250720		
100	0000102169	1000		3	20250318		
100	0000102171	2000		3	20250323		
100	0000102172	1000		3	20250723		
100	0000102173	1000		3	20250629		
100	0000102174	2000		3	20250218		
100	0000102176	1000		3	20251014		
100	0000102178	1000		3	20250223		
100	0000102179	1000		3	20251006		
100	0000102180	2000		3	20250204		
100	0000102181	1000		3	20250615		
100	0000102182	1000		3	20250409		
100	0000102183	2000		3	20251006		
100	0000102184	1000		3	20250306		
100	0000102185	1000		3	20241212		
100	0000102190	2000		3	20250901		
100	0000102191	1000		3	20250319		
100	0000102191	2000		3	20250101		
100	0000102193	1000		3	20250805		
100	0000102194	1000		3	20250915		
100	0000102195	1000		3	20250216		
100	0000102196	1000		2	20260810		
100	0000102197	1000		3	20250126		
100	0000102197	2000		3	20250608		
100	0000102200	1000		3	20251103		
100	0000102201	1000		3	20250408		
100	0000102201	2000		3	20250121		
100	0000102202	1000		3	20251020		
100	0000102202	2000		3	20260525		
100	0000102206	1000		3	20250821		
100	0000102207	1000		3	20250202		
100	0000102208	1000		3	20250508		
100	0000102209	1000		3	20250528		
100	0000102210	1000		3	20250403		
100	0000102215	1000		3	20250413		
100	0000102216	1000		3	20250101		
100	0000102218	2000		3	20250707		
100	0000102219	1000		3	20250703		
100	0000102221	1000		3	20250513		
100	0000102223	2000		3	20250514		
100	0000102224	1000		3	20250406		
100	0000102225	1000		3	20250401		
100	0000102226	1000		3	20260219		
100	0000102227	1000		3	20250710		
100	0000102229	2000		3	20250331		
100	0000102230	1000		3	20251225		
100	0000102231	1000		3	20250202		
100	0000102233	1000		3	20250311		
100	0000102235	1000		3	20250217		
100	0000102236	1000		3	20250804		
100	0000102239	2000		3	20260311		
100	0000102240	1000		3	20250216		
100	0000102242	1000		3	20250615		
100	0000102244	1000		3	20250814		
100	0000102245	2000		1	20260806		
100	0000102246	1000		3	20260218		
100	0000102247	1000		1	20260805		
100	0000102250	1000		3	20251214		
100	0000102251	1000		3	20251124		
100	0000102252	2000		1	20260826		
100	0000102254	2000		3	20250508		
100	0000102255	1000		3	20250202		
100	0000102257	1000		3	20250413		
100	0000102258	1000		3	20250119		
100	0000102259	1000		3	20250706		
100	0000102261	2000		3	20241215		
100	0000102262	1000		3	20251221		
100	0000102263	1000		3	20250528		
100	0000102265	1000		3	20241209		
100	0000102266	1000		3	20250216		
100	0000102268	1000		3	20260802		
100	0000102269	1000		3	20250121		
100	0000102270	2000		3	20250119		
100	0000102271	1000		3	20241208		
100	0000102274	1000		3	20260226		
100	0000102276	1000		3	20250324		
100	0000102277	1000		3	20250102		
100	0000102278	1000		3	20250203		
100	0000102279	1000		3	20250113		
100	0000102280	2000		3	20241201		
100	0000102281	1000		3	20250324		
100	0000102282	2000		3	20250622		
100	0000102283	1000		3	20250514		
100	0000102284	2000		3	20250119		
100	0000102285	1000		3	20250918		
100	0000102285	2000		3	20251130		
100	0000102287	1000		3	20241202		
100	0000102289	1000		3	20250515		
100	0000102290	1000		3	20260118		
100	0000102291	1000		3	20250609		
100	0000102297	1000		3	20241231		
100	0000102298	1000		3	20250127		
100	0000102299	1000		3	20251120		
100	0000102300	2000		3	20250713		
100	0000102301	2000		3	20250831		
100	0000102303	1000		3	20260208		
100	0000102304	1000		3	20250330		
100	0000102305	2000		3	20260524		
100	0000102307	1000		3	20250304		
100	0000102308	1000		3	20250305		
100	0000102309	1000		2	20260828		
100	0000102310	1000		3	20250831		
100	0000102311	1000		3	20241216		
100	0000102312	2000		3	20250126		
100	0000102313	1000		3	20250311		
100	0000102314	1000		3	20250615		
100	0000102317	2000		3	20250410		
100	0000102318	1000		3	20250202		
100	0000102320	1000		3	20250102		
100	0000102323	1000		3	20250424		
100	0000102324	1000		3	20250611		
100	0000102326	1000		3	20250422		
100	0000102329	2000		2	20260816		
100	0000102332	1000		3	20260426		
100	0000102333	1000		3	20241208		
100	0000102335	2000		3	20250903		
100	0000102336	1000		3	20250203		
100	0000102337	1000		3	20250701		
100	0000102338	1000		3	20250302		
100	0000102339	1000		3	20241201		
100	0000102340	1000		3	20250216		
100	0000102340	2000		3	20260222		
100	0000102342	1000		3	20251008		
100	0000102344	1000		3	20250123		
100	0000102345	2000		3	20250216		
100	0000102346	1000		3	20251214		
100	0000102347	1000		3	20250312		
100	0000102348	1000		3	20260820		
100	0000102349	2000		3	20241226		
100	0000102352	1000		3	20260323		
100	0000102353	1000		3	20250306		
100	0000102354	1000		3	20260809		
100	0000102356	1000		3	20250209		
100	0000102359	1000		3	20250209		
100	0000102360	2000		3	20250129		
100	0000102363	1000		3	20260712		
100	0000102364	2000		3	20250122		
100	0000102365	1000		3	20241201		
100	0000102366	1000		3	20250320		
100	0000102367	2000		3	20250608		
100	0000102368	1000		3	20250112		
100	0000102368	2000		3	20260329		
100	0000102369	1000		3	20250812		
100	0000102370	2000		3	20250622		
100	0000102371	1000		3	20250612		
100	0000102372	1000		3	20250216		
100	0000102373	1000		3	20260428		
100	0000102374	2000		3	20250401		
100	0000102376	1000		3	20250323		
100	0000102379	1000		3	20250622		
100	0000102380	1000		3	20250323		
100	0000102381	1000		3	20260315		
100	0000102383	1000		3	20241219		
100	0000102385	1000		3	20250618		
100	0000102387	1000		3	20241229		
100	0000102389	1000		3	20250622		
100	0000102390	2000		3	20250930		
100	0000102391	2000		3	20250402		
100	0000102392	1000		3	20250102		
100	0000102394	1000		3	20250102		
100	0000102395	2000		3	20250330		
100	0000102398	1000		3	20250413		
100	0000102402	1000		3	20250406		
100	0000102405	1000		1	20260813		
100	0000102405	2000		3	20251231		
100	0000102406	1000		3	20250203		
100	0000102407	1000		3	20241201		
100	0000102408	2000		3	20250219		
100	0000102409	1000		3	20250121		
100	0000102412	1000		3	20250624		
100	0000102413	2000		3	20260415		
100	0000102414	1000		3	20250401		
100	0000102415	1000		3	20260202		
100	0000102417	1000		3	20250831		
100	0000102418	1000		3	20250401		
100	0000102419	2000		3	20250721		
100	0000102423	1000		3	20250202		
100	0000102424	1000		3	20260730		
100	0000102425	1000		3	20250305		
100	0000102426	1000		3	20260719		
100	0000102428	1000		3	20260419		
100	0000102429	1000		3	20250126		
100	0000102430	1000		3	20250324		
100	0000102431	1000		3	20260616		
100	0000102434	1000		3	20250929		
100	0000102435	1000		3	20250330		
100	0000102436	1000		1	20260801		
100	0000102437	1000		3	20251102		
100	0000102438	1000		3	20250302		
100	0000102439	1000		3	20251221		
100	0000102439	2000		3	20260215		
100	0000102444	1000		3	20250216		
100	0000102446	1000		3	20250130		
100	0000102449	2000		3	20241217		
100	0000102451	1000		3	20250112		
100	0000102452	1000		1	20260828		
100	0000102453	1000		3	20250225		
100	0000102454	2000		3	20250316		
