MANDT	KUNNR	VKORG	VTWEG	SPART	PARVW	KUNN2	PARZA
100	0000100831	2000	10	00	AG	0000100831	000
100	0000100832	1000	10	00	AG	0000100832	000
100	0000100833	1000	10	00	AG	0000100833	000
100	0000100833	2000	10	00	AG	0000100833	000
100	0000100835	1000	10	00	AG	0000100835	000
100	0000100836	1000	10	00	AG	0000100836	000
100	0000100836	2000	10	00	AG	0000100836	000
100	0000100839	1000	10	00	AG	0000100839	000
100	0000100840	2000	10	00	AG	0000100840	000
100	0000100841	2000	10	00	AG	0000100841	000
100	0000100844	2000	10	00	AG	0000100844	000
100	0000100845	1000	10	00	AG	0000100845	000
100	0000100846	1000	10	00	AG	0000100846	000
100	0000100846	2000	10	00	AG	0000100846	000
100	0000100847	1000	10	00	AG	0000100847	000
100	0000100849	1000	10	00	AG	0000100849	000
100	0000100852	1000	10	00	AG	0000100852	000
100	0000100852	2000	10	00	AG	0000100852	000
100	0000100855	1000	10	00	AG	0000100855	000
100	0000100856	2000	10	00	AG	0000100856	000
100	0000100858	2000	10	00	AG	0000100858	000
100	0000100859	1000	10	00	AG	0000100859	000
100	0000100860	1000	10	00	AG	0000100860	000
100	0000100862	1000	10	00	AG	0000100862	000
100	0000100863	1000	10	00	AG	0000100863	000
100	0000100864	1000	10	00	AG	0000100864	000
100	0000100865	1000	10	00	AG	0000100865	000
100	0000100867	2000	10	00	AG	0000100867	000
100	0000100870	1000	10	00	AG	0000100870	000
100	0000100872	1000	10	00	AG	0000100872	000
100	0000100872	2000	10	00	AG	0000100872	000
100	0000100873	1000	10	00	AG	0000100873	000
100	0000100874	1000	10	00	AG	0000100874	000
100	0000100878	1000	10	00	AG	0000100878	000
100	0000100884	1000	10	00	AG	0000100884	000
100	0000100885	1000	10	00	AG	0000100885	000
100	0000100887	1000	10	00	AG	0000100887	000
100	0000100889	1000	10	00	AG	0000100889	000
100	0000100890	1000	10	00	AG	0000100890	000
100	0000100895	1000	10	00	AG	0000100895	000
100	0000100896	2000	10	00	AG	0000100896	000
100	0000100897	1000	10	00	AG	0000100897	000
100	0000100897	2000	10	00	AG	0000100897	000
100	0000100899	1000	10	00	AG	0000100899	000
100	0000100900	2000	10	00	AG	0000100900	000
100	0000100902	1000	10	00	AG	0000100902	000
100	0000100903	1000	10	00	AG	0000100903	000
100	0000100905	1000	10	00	AG	0000100905	000
100	0000100905	2000	10	00	AG	0000100905	000
100	0000100906	2000	10	00	AG	0000100906	000
100	0000100908	1000	10	00	AG	0000100908	000
100	0000100909	1000	10	00	AG	0000100909	000
100	0000100910	1000	10	00	AG	0000100910	000
100	0000100911	1000	10	00	AG	0000100911	000
100	0000100911	2000	10	00	AG	0000100911	000
100	0000100914	2000	10	00	AG	0000100914	000
100	0000100915	2000	10	00	AG	0000100915	000
100	0000100916	1000	10	00	AG	0000100916	000
100	0000100918	1000	10	00	AG	0000100918	000
100	0000100919	1000	10	00	AG	0000100919	000
100	0000100919	2000	10	00	AG	0000100919	000
100	0000100921	1000	10	00	AG	0000100921	000
100	0000100924	2000	10	00	AG	0000100924	000
100	0000100925	1000	10	00	AG	0000100925	000
100	0000100928	1000	10	00	AG	0000100928	000
100	0000100930	1000	10	00	AG	0000100930	000
100	0000100931	1000	10	00	AG	0000100931	000
100	0000100933	1000	10	00	AG	0000100933	000
100	0000100934	1000	10	00	AG	0000100934	000
100	0000100936	1000	10	00	AG	0000100936	000
100	0000100937	1000	10	00	AG	0000100937	000
100	0000100938	2000	10	00	AG	0000100938	000
100	0000100941	1000	10	00	AG	0000100941	000
100	0000100943	1000	10	00	AG	0000100943	000
100	0000100944	2000	10	00	AG	0000100944	000
100	0000100946	1000	10	00	AG	0000100946	000
100	0000100947	2000	10	00	AG	0000100947	000
100	0000100950	1000	10	00	AG	0000100950	000
100	0000100951	1000	10	00	AG	0000100951	000
100	0000100952	1000	10	00	AG	0000100952	000
100	0000100953	1000	10	00	AG	0000100953	000
100	0000100954	1000	10	00	AG	0000100954	000
100	0000100954	2000	10	00	AG	0000100954	000
100	0000100956	2000	10	00	AG	0000100956	000
100	0000100957	1000	10	00	AG	0000100957	000
100	0000100958	1000	10	00	AG	0000100958	000
100	0000100960	1000	10	00	AG	0000100960	000
100	0000100961	1000	10	00	AG	0000100961	000
100	0000100963	1000	10	00	AG	0000100963	000
100	0000100964	1000	10	00	AG	0000100964	000
100	0000100965	2000	10	00	AG	0000100965	000
100	0000100966	1000	10	00	AG	0000100966	000
100	0000100966	2000	10	00	AG	0000100966	000
100	0000100967	1000	10	00	AG	0000100967	000
100	0000100969	1000	10	00	AG	0000100969	000
100	0000100970	1000	10	00	AG	0000100970	000
100	0000100970	2000	10	00	AG	0000100970	000
100	0000100971	1000	10	00	AG	0000100971	000
100	0000100974	1000	10	00	AG	0000100974	000
100	0000100975	1000	10	00	AG	0000100975	000
100	0000100976	1000	10	00	AG	0000100976	000
100	0000100980	1000	10	00	AG	0000100980	000
100	0000100981	1000	10	00	AG	0000100981	000
100	0000100982	1000	10	00	AG	0000100982	000
100	0000100982	2000	10	00	AG	0000100982	000
100	0000100983	1000	10	00	AG	0000100983	000
100	0000100985	1000	10	00	AG	0000100985	000
100	0000100986	1000	10	00	AG	0000100986	000
100	0000100987	1000	10	00	AG	0000100987	000
100	0000100988	1000	10	00	AG	0000100988	000
100	0000100989	1000	10	00	AG	0000100989	000
100	0000100989	2000	10	00	AG	0000100989	000
100	0000100990	1000	10	00	AG	0000100990	000
100	0000100990	2000	10	00	AG	0000100990	000
100	0000100991	1000	10	00	AG	0000100991	000
100	0000100992	1000	10	00	AG	0000100992	000
100	0000100993	1000	10	00	AG	0000100993	000
100	0000100994	1000	10	00	AG	0000100994	000
100	0000100997	2000	10	00	AG	0000100997	000
100	0000100998	1000	10	00	AG	0000100998	000
100	0000100999	1000	10	00	AG	0000100999	000
100	0000101000	1000	10	00	AG	0000101000	000
100	0000101001	1000	10	00	AG	0000101001	000
100	0000101002	1000	10	00	AG	0000101002	000
100	0000101003	1000	10	00	AG	0000101003	000
100	0000101004	1000	10	00	AG	0000101004	000
100	0000101005	1000	10	00	AG	0000101005	000
100	0000101006	1000	10	00	AG	0000101006	000
100	0000101007	2000	10	00	AG	0000101007	000
100	0000101008	1000	10	00	AG	0000101008	000
100	0000101010	1000	10	00	AG	0000101010	000
100	0000101011	1000	10	00	AG	0000101011	000
100	0000101012	1000	10	00	AG	0000101012	000
100	0000101013	1000	10	00	AG	0000101013	000
100	0000101013	2000	10	00	AG	0000101013	000
100	0000101014	1000	10	00	AG	0000101014	000
100	0000101014	2000	10	00	AG	0000101014	000
100	0000101015	1000	10	00	AG	0000101015	000
100	0000101015	2000	10	00	AG	0000101015	000
100	0000101019	1000	10	00	AG	0000101019	000
100	0000101020	1000	10	00	AG	0000101020	000
100	0000101021	1000	10	00	AG	0000101021	000
100	0000101022	1000	10	00	AG	0000101022	000
100	0000101023	1000	10	00	AG	0000101023	000
100	0000101023	2000	10	00	AG	0000101023	000
100	0000101025	1000	10	00	AG	0000101025	000
100	0000101026	1000	10	00	AG	0000101026	000
100	0000101027	2000	10	00	AG	0000101027	000
100	0000101029	1000	10	00	AG	0000101029	000
100	0000101030	1000	10	00	AG	0000101030	000
100	0000101032	1000	10	00	AG	0000101032	000
100	0000101033	1000	10	00	AG	0000101033	000
100	0000101034	1000	10	00	AG	0000101034	000
100	0000101035	1000	10	00	AG	0000101035	000
100	0000101036	1000	10	00	AG	0000101036	000
100	0000101037	2000	10	00	AG	0000101037	000
100	0000101040	1000	10	00	AG	0000101040	000
100	0000101042	1000	10	00	AG	0000101042	000
100	0000101043	2000	10	00	AG	0000101043	000
100	0000101046	1000	10	00	AG	0000101046	000
100	0000101047	2000	10	00	AG	0000101047	000
100	0000101049	1000	10	00	AG	0000101049	000
100	0000101050	1000	10	00	AG	0000101050	000
100	0000101051	1000	10	00	AG	0000101051	000
100	0000101055	1000	10	00	AG	0000101055	000
100	0000101056	1000	10	00	AG	0000101056	000
100	0000101057	2000	10	00	AG	0000101057	000
100	0000101060	2000	10	00	AG	0000101060	000
100	0000101061	1000	10	00	AG	0000101061	000
100	0000101062	1000	10	00	AG	0000101062	000
100	0000101063	1000	10	00	AG	0000101063	000
100	0000101064	2000	10	00	AG	0000101064	000
100	0000101066	1000	10	00	AG	0000101066	000
100	0000101067	2000	10	00	AG	0000101067	000
100	0000101068	2000	10	00	AG	0000101068	000
100	0000101069	1000	10	00	AG	0000101069	000
100	0000101069	2000	10	00	AG	0000101069	000
100	0000101070	1000	10	00	AG	0000101070	000
100	0000101071	1000	10	00	AG	0000101071	000
100	0000101072	1000	10	00	AG	0000101072	000
100	0000101076	1000	10	00	AG	0000101076	000
100	0000101080	2000	10	00	AG	0000101080	000
100	0000101082	1000	10	00	AG	0000101082	000
100	0000101084	2000	10	00	AG	0000101084	000
100	0000101085	1000	10	00	AG	0000101085	000
100	0000101086	2000	10	00	AG	0000101086	000
100	0000101087	1000	10	00	AG	0000101087	000
100	0000101090	1000	10	00	AG	0000101090	000
100	0000101091	1000	10	00	AG	0000101091	000
100	0000101092	1000	10	00	AG	0000101092	000
100	0000101094	2000	10	00	AG	0000101094	000
100	0000101095	1000	10	00	AG	0000101095	000
100	0000101096	1000	10	00	AG	0000101096	000
100	0000101097	1000	10	00	AG	0000101097	000
100	0000101098	1000	10	00	AG	0000101098	000
100	0000101098	2000	10	00	AG	0000101098	000
100	0000101100	1000	10	00	AG	0000101100	000
100	0000101102	1000	10	00	AG	0000101102	000
100	0000101103	1000	10	00	AG	0000101103	000
100	0000101104	2000	10	00	AG	0000101104	000
100	0000101105	1000	10	00	AG	0000101105	000
100	0000101106	1000	10	00	AG	0000101106	000
100	0000101109	1000	10	00	AG	0000101109	000
100	0000101110	1000	10	00	AG	0000101110	000
100	0000101111	1000	10	00	AG	0000101111	000
100	0000101112	1000	10	00	AG	0000101112	000
100	0000101112	2000	10	00	AG	0000101112	000
100	0000101115	1000	10	00	AG	0000101115	000
100	0000101116	1000	10	00	AG	0000101116	000
100	0000101119	1000	10	00	AG	0000101119	000
100	0000101120	1000	10	00	AG	0000101120	000
100	0000101121	1000	10	00	AG	0000101121	000
100	0000101123	2000	10	00	AG	0000101123	000
100	0000101126	1000	10	00	AG	0000101126	000
100	0000101129	2000	10	00	AG	0000101129	000
100	0000101131	1000	10	00	AG	0000101131	000
100	0000101132	1000	10	00	AG	0000101132	000
100	0000101134	1000	10	00	AG	0000101134	000
100	0000101135	2000	10	00	AG	0000101135	000
100	0000101136	2000	10	00	AG	0000101136	000
100	0000101139	2000	10	00	AG	0000101139	000
100	0000101140	1000	10	00	AG	0000101140	000
100	0000101143	2000	10	00	AG	0000101143	000
100	0000101144	1000	10	00	AG	0000101144	000
100	0000101144	2000	10	00	AG	0000101144	000
100	0000101146	1000	10	00	AG	0000101146	000
100	0000101148	2000	10	00	AG	0000101148	000
100	0000101149	1000	10	00	AG	0000101149	000
100	0000101150	1000	10	00	AG	0000101150	000
100	0000101151	2000	10	00	AG	0000101151	000
100	0000101154	1000	10	00	AG	0000101154	000
100	0000101156	1000	10	00	AG	0000101156	000
100	0000101157	1000	10	00	AG	0000101157	000
100	0000101158	1000	10	00	AG	0000101158	000
100	0000101160	2000	10	00	AG	0000101160	000
100	0000101162	2000	10	00	AG	0000101162	000
100	0000101163	1000	10	00	AG	0000101163	000
100	0000101163	2000	10	00	AG	0000101163	000
100	0000101165	1000	10	00	AG	0000101165	000
100	0000101166	1000	10	00	AG	0000101166	000
100	0000101167	1000	10	00	AG	0000101167	000
100	0000101168	1000	10	00	AG	0000101168	000
100	0000101171	1000	10	00	AG	0000101171	000
100	0000101171	2000	10	00	AG	0000101171	000
100	0000101172	1000	10	00	AG	0000101172	000
100	0000101173	1000	10	00	AG	0000101173	000
100	0000101173	2000	10	00	AG	0000101173	000
100	0000101174	1000	10	00	AG	0000101174	000
100	0000101176	1000	10	00	AG	0000101176	000
100	0000101177	2000	10	00	AG	0000101177	000
100	0000101179	1000	10	00	AG	0000101179	000
100	0000101180	1000	10	00	AG	0000101180	000
100	0000101182	1000	10	00	AG	0000101182	000
100	0000101183	1000	10	00	AG	0000101183	000
100	0000101184	1000	10	00	AG	0000101184	000
100	0000101185	1000	10	00	AG	0000101185	000
100	0000101186	1000	10	00	AG	0000101186	000
100	0000101189	1000	10	00	AG	0000101189	000
100	0000101190	1000	10	00	AG	0000101190	000
100	0000101192	2000	10	00	AG	0000101192	000
100	0000101193	1000	10	00	AG	0000101193	000
100	0000101194	1000	10	00	AG	0000101194	000
100	0000101195	1000	10	00	AG	0000101195	000
100	0000101197	1000	10	00	AG	0000101197	000
100	0000101199	2000	10	00	AG	0000101199	000
100	0000101200	2000	10	00	AG	0000101200	000
100	0000101202	1000	10	00	AG	0000101202	000
100	0000101203	1000	10	00	AG	0000101203	000
100	0000101205	1000	10	00	AG	0000101205	000
100	0000101206	1000	10	00	AG	0000101206	000
100	0000101208	1000	10	00	AG	0000101208	000
100	0000101209	1000	10	00	AG	0000101209	000
100	0000101210	2000	10	00	AG	0000101210	000
100	0000101211	1000	10	00	AG	0000101211	000
100	0000101211	2000	10	00	AG	0000101211	000
100	0000101214	1000	10	00	AG	0000101214	000
100	0000101214	2000	10	00	AG	0000101214	000
100	0000101215	1000	10	00	AG	0000101215	000
100	0000101216	1000	10	00	AG	0000101216	000
100	0000101218	1000	10	00	AG	0000101218	000
100	0000101219	1000	10	00	AG	0000101219	000
100	0000101219	2000	10	00	AG	0000101219	000
100	0000101220	2000	10	00	AG	0000101220	000
100	0000101221	1000	10	00	AG	0000101221	000
100	0000101223	1000	10	00	AG	0000101223	000
100	0000101224	1000	10	00	AG	0000101224	000
100	0000101225	1000	10	00	AG	0000101225	000
100	0000101225	2000	10	00	AG	0000101225	000
100	0000101228	1000	10	00	AG	0000101228	000
100	0000101229	1000	10	00	AG	0000101229	000
100	0000101231	1000	10	00	AG	0000101231	000
100	0000101232	1000	10	00	AG	0000101232	000
100	0000101234	1000	10	00	AG	0000101234	000
100	0000101235	1000	10	00	AG	0000101235	000
100	0000101236	1000	10	00	AG	0000101236	000
100	0000101237	2000	10	00	AG	0000101237	000
100	0000101238	1000	10	00	AG	0000101238	000
100	0000101239	1000	10	00	AG	0000101239	000
100	0000101240	1000	10	00	AG	0000101240	000
100	0000101241	1000	10	00	AG	0000101241	000
100	0000101241	2000	10	00	AG	0000101241	000
100	0000101243	2000	10	00	AG	0000101243	000
100	0000101244	1000	10	00	AG	0000101244	000
100	0000101246	2000	10	00	AG	0000101246	000
100	0000101248	1000	10	00	AG	0000101248	000
100	0000101251	1000	10	00	AG	0000101251	000
100	0000101252	1000	10	00	AG	0000101252	000
100	0000101253	1000	10	00	AG	0000101253	000
100	0000101255	1000	10	00	AG	0000101255	000
100	0000101257	1000	10	00	AG	0000101257	000
100	0000101259	1000	10	00	AG	0000101259	000
100	0000101259	2000	10	00	AG	0000101259	000
100	0000101260	1000	10	00	AG	0000101260	000
100	0000101262	1000	10	00	AG	0000101262	000
100	0000101265	1000	10	00	AG	0000101265	000
100	0000101266	2000	10	00	AG	0000101266	000
100	0000101269	1000	10	00	AG	0000101269	000
100	0000101271	1000	10	00	AG	0000101271	000
100	0000101273	1000	10	00	AG	0000101273	000
100	0000101274	1000	10	00	AG	0000101274	000
100	0000101276	1000	10	00	AG	0000101276	000
100	0000101278	1000	10	00	AG	0000101278	000
100	0000101279	1000	10	00	AG	0000101279	000
100	0000101280	1000	10	00	AG	0000101280	000
100	0000101281	1000	10	00	AG	0000101281	000
100	0000101282	1000	10	00	AG	0000101282	000
100	0000101283	2000	10	00	AG	0000101283	000
100	0000101284	1000	10	00	AG	0000101284	000
100	0000101286	1000	10	00	AG	0000101286	000
100	0000101287	1000	10	00	AG	0000101287	000
100	0000101288	1000	10	00	AG	0000101288	000
100	0000101288	2000	10	00	AG	0000101288	000
100	0000101289	1000	10	00	AG	0000101289	000
100	0000101290	2000	10	00	AG	0000101290	000
100	0000101291	1000	10	00	AG	0000101291	000
100	0000101292	1000	10	00	AG	0000101292	000
100	0000101292	2000	10	00	AG	0000101292	000
100	0000101296	1000	10	00	AG	0000101296	000
100	0000101298	1000	10	00	AG	0000101298	000
100	0000101299	1000	10	00	AG	0000101299	000
100	0000101299	2000	10	00	AG	0000101299	000
100	0000101300	2000	10	00	AG	0000101300	000
100	0000101302	1000	10	00	AG	0000101302	000
100	0000101304	1000	10	00	AG	0000101304	000
100	0000101306	1000	10	00	AG	0000101306	000
100	0000101307	1000	10	00	AG	0000101307	000
100	0000101309	1000	10	00	AG	0000101309	000
100	0000101310	1000	10	00	AG	0000101310	000
100	0000101313	1000	10	00	AG	0000101313	000
100	0000101314	1000	10	00	AG	0000101314	000
100	0000101315	2000	10	00	AG	0000101315	000
100	0000101317	1000	10	00	AG	0000101317	000
100	0000101318	1000	10	00	AG	0000101318	000
100	0000101318	2000	10	00	AG	0000101318	000
100	0000101320	1000	10	00	AG	0000101320	000
100	0000101321	2000	10	00	AG	0000101321	000
100	0000101322	1000	10	00	AG	0000101322	000
100	0000101323	1000	10	00	AG	0000101323	000
100	0000101324	1000	10	00	AG	0000101324	000
100	0000101325	1000	10	00	AG	0000101325	000
100	0000101328	1000	10	00	AG	0000101328	000
100	0000101330	1000	10	00	AG	0000101330	000
100	0000101331	1000	10	00	AG	0000101331	000
100	0000101332	1000	10	00	AG	0000101332	000
100	0000101334	1000	10	00	AG	0000101334	000
100	0000101335	1000	10	00	AG	0000101335	000
100	0000101335	2000	10	00	AG	0000101335	000
100	0000101336	1000	10	00	AG	0000101336	000
100	0000101337	1000	10	00	AG	0000101337	000
100	0000101338	1000	10	00	AG	0000101338	000
100	0000101339	1000	10	00	AG	0000101339	000
100	0000101340	1000	10	00	AG	0000101340	000
100	0000101342	2000	10	00	AG	0000101342	000
100	0000101343	1000	10	00	AG	0000101343	000
100	0000101344	1000	10	00	AG	0000101344	000
100	0000101345	1000	10	00	AG	0000101345	000
100	0000101346	1000	10	00	AG	0000101346	000
100	0000101350	1000	10	00	AG	0000101350	000
100	0000101351	1000	10	00	AG	0000101351	000
100	0000101352	1000	10	00	AG	0000101352	000
100	0000101355	1000	10	00	AG	0000101355	000
100	0000101355	2000	10	00	AG	0000101355	000
100	0000101356	1000	10	00	AG	0000101356	000
100	0000101358	1000	10	00	AG	0000101358	000
100	0000101360	1000	10	00	AG	0000101360	000
100	0000101361	1000	10	00	AG	0000101361	000
100	0000101364	1000	10	00	AG	0000101364	000
100	0000101367	1000	10	00	AG	0000101367	000
100	0000101368	1000	10	00	AG	0000101368	000
100	0000101368	2000	10	00	AG	0000101368	000
100	0000101369	1000	10	00	AG	0000101369	000
100	0000101370	1000	10	00	AG	0000101370	000
100	0000101371	2000	10	00	AG	0000101371	000
100	0000101374	1000	10	00	AG	0000101374	000
100	0000101375	1000	10	00	AG	0000101375	000
100	0000101376	2000	10	00	AG	0000101376	000
100	0000101378	1000	10	00	AG	0000101378	000
100	0000101379	2000	10	00	AG	0000101379	000
100	0000101380	1000	10	00	AG	0000101380	000
100	0000101381	1000	10	00	AG	0000101381	000
100	0000101381	2000	10	00	AG	0000101381	000
100	0000101384	2000	10	00	AG	0000101384	000
100	0000101386	1000	10	00	AG	0000101386	000
100	0000101387	1000	10	00	AG	0000101387	000
100	0000101389	1000	10	00	AG	0000101389	000
100	0000101390	1000	10	00	AG	0000101390	000
100	0000101390	2000	10	00	AG	0000101390	000
100	0000101392	1000	10	00	AG	0000101392	000
100	0000101393	1000	10	00	AG	0000101393	000
100	0000101394	2000	10	00	AG	0000101394	000
100	0000101396	1000	10	00	AG	0000101396	000
100	0000101398	1000	10	00	AG	0000101398	000
100	0000101399	2000	10	00	AG	0000101399	000
100	0000101400	1000	10	00	AG	0000101400	000
100	0000101400	2000	10	00	AG	0000101400	000
100	0000101401	1000	10	00	AG	0000101401	000
100	0000101401	2000	10	00	AG	0000101401	000
100	0000101404	1000	10	00	AG	0000101404	000
100	0000101406	1000	10	00	AG	0000101406	000
100	0000101406	2000	10	00	AG	0000101406	000
100	0000101408	2000	10	00	AG	0000101408	000
100	0000101410	1000	10	00	AG	0000101410	000
100	0000101411	1000	10	00	AG	0000101411	000
100	0000101414	1000	10	00	AG	0000101414	000
100	0000101415	2000	10	00	AG	0000101415	000
100	0000101417	1000	10	00	AG	0000101417	000
100	0000101418	2000	10	00	AG	0000101418	000
100	0000101419	1000	10	00	AG	0000101419	000
100	0000101420	1000	10	00	AG	0000101420	000
100	0000101422	1000	10	00	AG	0000101422	000
100	0000101423	2000	10	00	AG	0000101423	000
100	0000101425	2000	10	00	AG	0000101425	000
100	0000101426	1000	10	00	AG	0000101426	000
100	0000101427	1000	10	00	AG	0000101427	000
100	0000101430	1000	10	00	AG	0000101430	000
100	0000101430	2000	10	00	AG	0000101430	000
100	0000101431	1000	10	00	AG	0000101431	000
100	0000101432	1000	10	00	AG	0000101432	000
100	0000101433	1000	10	00	AG	0000101433	000
100	0000101434	1000	10	00	AG	0000101434	000
100	0000101438	1000	10	00	AG	0000101438	000
100	0000101439	1000	10	00	AG	0000101439	000
100	0000101441	1000	10	00	AG	0000101441	000
100	0000101442	2000	10	00	AG	0000101442	000
100	0000101443	1000	10	00	AG	0000101443	000
100	0000101443	2000	10	00	AG	0000101443	000
100	0000101444	1000	10	00	AG	0000101444	000
100	0000101446	1000	10	00	AG	0000101446	000
100	0000101446	2000	10	00	AG	0000101446	000
100	0000101447	1000	10	00	AG	0000101447	000
100	0000101448	1000	10	00	AG	0000101448	000
100	0000101449	1000	10	00	AG	0000101449	000
100	0000101449	2000	10	00	AG	0000101449	000
100	0000101450	1000	10	00	AG	0000101450	000
100	0000101451	1000	10	00	AG	0000101451	000
100	0000101453	1000	10	00	AG	0000101453	000
100	0000101454	1000	10	00	AG	0000101454	000
100	0000101455	1000	10	00	AG	0000101455	000
100	0000101457	1000	10	00	AG	0000101457	000
100	0000101458	1000	10	00	AG	0000101458	000
100	0000101460	1000	10	00	AG	0000101460	000
100	0000101460	2000	10	00	AG	0000101460	000
100	0000101461	1000	10	00	AG	0000101461	000
100	0000101462	2000	10	00	AG	0000101462	000
100	0000101463	2000	10	00	AG	0000101463	000
100	0000101465	1000	10	00	AG	0000101465	000
100	0000101467	1000	10	00	AG	0000101467	000
100	0000101468	1000	10	00	AG	0000101468	000
100	0000101469	1000	10	00	AG	0000101469	000
100	0000101470	2000	10	00	AG	0000101470	000
100	0000101471	1000	10	00	AG	0000101471	000
100	0000101472	2000	10	00	AG	0000101472	000
100	0000101473	2000	10	00	AG	0000101473	000
100	0000101475	1000	10	00	AG	0000101475	000
100	0000101476	2000	10	00	AG	0000101476	000
100	0000101479	1000	10	00	AG	0000101479	000
100	0000101481	1000	10	00	AG	0000101481	000
100	0000101482	2000	10	00	AG	0000101482	000
100	0000101483	1000	10	00	AG	0000101483	000
100	0000101484	2000	10	00	AG	0000101484	000
100	0000101485	2000	10	00	AG	0000101485	000
100	0000101487	1000	10	00	AG	0000101487	000
100	0000101488	1000	10	00	AG	0000101488	000
100	0000101489	1000	10	00	AG	0000101489	000
100	0000101490	1000	10	00	AG	0000101490	000
100	0000101492	2000	10	00	AG	0000101492	000
100	0000101493	2000	10	00	AG	0000101493	000
100	0000101494	1000	10	00	AG	0000101494	000
100	0000101495	2000	10	00	AG	0000101495	000
100	0000101496	1000	10	00	AG	0000101496	000
100	0000101502	1000	10	00	AG	0000101502	000
100	0000101503	1000	10	00	AG	0000101503	000
100	0000101504	1000	10	00	AG	0000101504	000
100	0000101505	1000	10	00	AG	0000101505	000
100	0000101508	1000	10	00	AG	0000101508	000
100	0000101510	1000	10	00	AG	0000101510	000
100	0000101511	2000	10	00	AG	0000101511	000
100	0000101512	1000	10	00	AG	0000101512	000
100	0000101514	1000	10	00	AG	0000101514	000
100	0000101519	1000	10	00	AG	0000101519	000
100	0000101520	1000	10	00	AG	0000101520	000
100	0000101522	1000	10	00	AG	0000101522	000
100	0000101522	2000	10	00	AG	0000101522	000
100	0000101523	1000	10	00	AG	0000101523	000
100	0000101524	2000	10	00	AG	0000101524	000
100	0000101525	1000	10	00	AG	0000101525	000
100	0000101526	2000	10	00	AG	0000101526	000
100	0000101527	1000	10	00	AG	0000101527	000
100	0000101532	2000	10	00	AG	0000101532	000
100	0000101533	1000	10	00	AG	0000101533	000
100	0000101534	1000	10	00	AG	0000101534	000
100	0000101535	1000	10	00	AG	0000101535	000
100	0000101536	1000	10	00	AG	0000101536	000
100	0000101537	2000	10	00	AG	0000101537	000
100	0000101540	1000	10	00	AG	0000101540	000
100	0000101542	1000	10	00	AG	0000101542	000
100	0000101545	1000	10	00	AG	0000101545	000
100	0000101546	1000	10	00	AG	0000101546	000
100	0000101547	2000	10	00	AG	0000101547	000
100	0000101548	2000	10	00	AG	0000101548	000
100	0000101550	1000	10	00	AG	0000101550	000
100	0000101551	1000	10	00	AG	0000101551	000
100	0000101552	2000	10	00	AG	0000101552	000
100	0000101554	1000	10	00	AG	0000101554	000
100	0000101555	1000	10	00	AG	0000101555	000
100	0000101557	2000	10	00	AG	0000101557	000
100	0000101558	1000	10	00	AG	0000101558	000
100	0000101559	1000	10	00	AG	0000101559	000
100	0000101560	1000	10	00	AG	0000101560	000
100	0000101561	1000	10	00	AG	0000101561	000
100	0000101562	1000	10	00	AG	0000101562	000
100	0000101563	1000	10	00	AG	0000101563	000
100	0000101563	2000	10	00	AG	0000101563	000
100	0000101564	1000	10	00	AG	0000101564	000
100	0000101567	1000	10	00	AG	0000101567	000
100	0000101570	2000	10	00	AG	0000101570	000
100	0000101572	1000	10	00	AG	0000101572	000
100	0000101573	1000	10	00	AG	0000101573	000
100	0000101573	2000	10	00	AG	0000101573	000
100	0000101574	1000	10	00	AG	0000101574	000
100	0000101574	2000	10	00	AG	0000101574	000
100	0000101575	1000	10	00	AG	0000101575	000
100	0000101575	2000	10	00	AG	0000101575	000
100	0000101577	1000	10	00	AG	0000101577	000
100	0000101578	1000	10	00	AG	0000101578	000
100	0000101580	1000	10	00	AG	0000101580	000
100	0000101581	1000	10	00	AG	0000101581	000
100	0000101582	1000	10	00	AG	0000101582	000
100	0000101583	1000	10	00	AG	0000101583	000
100	0000101586	1000	10	00	AG	0000101586	000
100	0000101586	2000	10	00	AG	0000101586	000
100	0000101587	1000	10	00	AG	0000101587	000
100	0000101588	1000	10	00	AG	0000101588	000
100	0000101589	2000	10	00	AG	0000101589	000
100	0000101590	1000	10	00	AG	0000101590	000
100	0000101591	1000	10	00	AG	0000101591	000
100	0000101592	2000	10	00	AG	0000101592	000
100	0000101593	1000	10	00	AG	0000101593	000
100	0000101593	2000	10	00	AG	0000101593	000
100	0000101594	2000	10	00	AG	0000101594	000
100	0000101595	1000	10	00	AG	0000101595	000
100	0000101596	1000	10	00	AG	0000101596	000
100	0000101597	1000	10	00	AG	0000101597	000
100	0000101598	1000	10	00	AG	0000101598	000
100	0000101599	1000	10	00	AG	0000101599	000
100	0000101600	1000	10	00	AG	0000101600	000
100	0000101601	2000	10	00	AG	0000101601	000
100	0000101603	1000	10	00	AG	0000101603	000
100	0000101604	1000	10	00	AG	0000101604	000
100	0000101605	1000	10	00	AG	0000101605	000
100	0000101607	1000	10	00	AG	0000101607	000
100	0000101608	1000	10	00	AG	0000101608	000
100	0000101609	1000	10	00	AG	0000101609	000
100	0000101610	1000	10	00	AG	0000101610	000
100	0000101611	1000	10	00	AG	0000101611	000
100	0000101611	2000	10	00	AG	0000101611	000
100	0000101612	1000	10	00	AG	0000101612	000
100	0000101615	1000	10	00	AG	0000101615	000
100	0000101616	1000	10	00	AG	0000101616	000
100	0000101618	1000	10	00	AG	0000101618	000
100	0000101618	2000	10	00	AG	0000101618	000
