MANDT	LIFNR	LAND1	NAME1	NAME2	NAME3	NAME4	SORTL	ORT01	PSTLZ	REGIO	STRAS	PFACH	PSTL2	ADRNR	KTOKK	XCPDK	LOEVM	SPERR	LNRZA	KONZS	SPRAS	ERDAT	ERNAM	TELF1	STCD1	STCD2	STCEG
100	0000200377	DE	Haselfurt Anlagenbau GmbH				HASELFURT	Salzgitter	38226	NI	Raiffeisenplatz 133a			0500000274	KRED						D	20191226	SAPUSER4	0277 7096032	260/879/59224		DE274100738
100	0000200379	DE	Mühldorf Elektrotechnik KG				MÜHLDORF	Offenburg	77652	BW	Haselgasse 1			0500000275	KRED						D	20210917	SAPUSER5	0583 7122924	111/586/41845		DE422754738
100	0000200380	AT	Südweg Hydraulik GmbH				SÜDWEG	Innsbruck	6020		Nelkenallee 6b			0500000276	KRED						D	20191228	SAPUSER4	0389 9683223			ATU47094700
100	0000200382	DE	Rotdorf Elektrotechnik GmbH				ROTDORF	Neu-Ulm	89231	BY	Raiffeisendamm 1a			0500000277	KRED						D	20220920	SAPUSER1	0279 9489617	646/907/23736		DE651986921
100	0000200384	DE	Kiefernfeld Schleiftechnik GmbH				KIEFERNFEL	Memmingen	87700	BY	Marktdamm 55			0500000278	KRED						D	20211023	SAPUSER5	0667 3158351	819/856/35577		DE132136590
100	0000200386	DE	Buchenfeld Industrieservice KG				BUCHENFELD	Eckernförde	24340	SH	Wiesenstraße 58			0500000279	KRED						D	20240505	SAPUSER2	0363 4831262	960/756/93989		DE148152468
100	0000200387	DE	Eichbrück Textilien AG				EICHBRÜCK	Schwabach	91126	BY	Gartenplatz 119			0500000280	LIEF	X					D	20210812	SAPUSER5	0900 894680	231/535/59120		DE177222366
100	0000200389	IT	Rotwald Getränke S.p.A.				ROTWALD	Verona	37121		Zeppelinstraße 197			0500000281	KRED						I	20210423	SAPUSER1	0324 3924983			IT28155953464
100	0000200390	DE	Ostdorf Armaturen AG				OSTDORF	Salzgitter	38226	NI	Lindengasse 128			0500000282	KRED						D	20200611	SAPUSER3	0817 9884173	957/729/33334		DE922363726
100	0000200391	NL	Reinburg Behälterbau B.V.				REINBURG	Almere	1315 HR		Domstraße 83a			0500000283	KRED						E	20220720	SAPUSER5	0855 6550140			NL814277970B63
100	0000200392	DE	Dornmark Stahlbau KG				DORNMARK	Wolfenbüttel	38300	NI	Marktdamm 57b	44025	38300	0500000284	KRED						D	20200727	SAPUSER1	0877 8937260	226/639/87754		DE962168191
100	0000200393	DE	Berghaus Apparatebau GmbH & Co. KG				BERGHAUS	Vechta	49377	NI	Schulstraße 88			0500000285	KRED						D	20230421	SAPUSER1	0762 3481634	336/101/86323		DE558937843
100	0000200394	DE	Neubrück Lebensmittel KG				NEUBRÜCK	Hattingen	45525	NW	Nelkenallee 18			0500000286	KRED						D	20221111	SAPUSER5	0579 2680671	156/848/86012		DE886313870
100	0000200395	IT	Kleinbach Werkzeugbau S.p.A.				KLEINBACH	Brescia	25121		Haselstraße 72a			0500000287	KRED						I	20190409	SAPUSER5	0245 6623859			IT06972999746
100	0000200396	DE	Erlenau Lebensmittel AG				ERLENAU	Karlsruhe	76133	BW	Lindenstraße 128			0500000288	KRED						D	20200220	SAPUSER4	0415 5912193	247/595/67359		DE297898394
100	0000200397	DE	Buchenbach Lagertechnik SE				BUCHENBACH	Hattingen	45525	NW	Fasanengasse 106a	9297	45525	0500000289	LIEF	X					D	20221231	SAPUSER1	0334 4465590	472/298/18118		DE664657417
100	0000200400	DE	Holunderfeld Bauelemente AG				HOLUNDERFE	Görlitz	02826	SN	Kirschring 125			0500000290	KRED						D	20231226	SAPUSER4	0855 6786746	722/932/36840		DE705063006
100	0000200403	IT	Nordmark Maschinenbau S.r.l.				NORDMARK	Padova	35121		Gartengasse 31b			0500000291	KRED						I	20230226	SAPUSER2	0550 6356707			IT69635798688
100	0000200404	DE	Kleinmark Papier UG (haftungsbeschränkt)				KLEINMARK	Oberhausen	46045	NW	Mühlengasse 83a			0500000292	KRED						D	20211223	SAPUSER1	0385 3919251	106/417/31262		DE557572881
100	0000200405	DE	Eichmark Maschinenbau GmbH				EICHMARK	Neuss	41460	NW	Schuldamm 29			0500000293	KRED						D	20231013	SAPUSER4	0531 8774949	829/217/76415		DE703055049
100	0000200406	DE	Mühlfurt Messtechnik GmbH				MÜHLFURT	Pforzheim	75175	BW	Gartenplatz 98	88758	75175	0500000294	KRED						D	20230603	SAPUSER4	0593 9192255	957/226/81718		DE386289688
100	0000200407	DE	Bergbrück Armaturen GmbH				BERGBRÜCK	Trier	54290	RP	Erlenweg 181	20340	54290	0500000295	KRED						D	20211201	SAPUSER4	0206 1435342	463/323/97790		DE151640655
100	0000200409	DE	Bernwald Schweißtechnik GmbH				BERNWALD	Aurich	26603	NI	Zeppelinstraße 109b			0500000296	KRED						D	20220724	SAPUSER5	0233 5072028	353/123/16684		DE484587895
100	0000200410	DE	Altwald Oberflächentechnik SE				ALTWALD	Göttingen	37073	NI	Lerchenring 180b			0500000297	KRED						D	20230323	SAPUSER1	0329 4795800	412/294/85453		DE752742682
100	0000200411	DE	Dornmark Kunststofftechnik SE				DORNMARK	Nürnberg	90402	BY	Postallee 109			0500000298	KRED						D	20230313	SAPUSER3	0471 8753952	291/131/40219		DE214254071
100	0000200412	IT	Erlenhof Maschinenbau S.p.A.				ERLENHOF	Firenze	50122		Feldallee 74			0500000299	KRED						I	20220531	SAPUSER1	0553 8623466			IT73472785668
100	0000200413	DE	Fichtenberg Textilien GmbH & Co. KG				FICHTENBER	Leer	26789	NI	Ulmengasse 61			0500000300	LIEF	X					D	20200905	SAPUSER3	0921 1628351	542/851/28044		DE440214767
100	0000200414	PL	Dornfels Schweißtechnik S.A.				DORNFELS	Katowice	40-001		Nelkenring 69b			0500000301	KRED						E	20210204	SAPUSER3	0246 1983879			PL5379217671
100	0000200415	DE	Talhof Sanitärtechnik KGaA				TALHOF	Braunschweig	38100	NI	Haselstraße 71			0500000302	KRED						D	20210329	SAPUSER1	0447 5833108	835/561/22667		DE112060708
100	0000200416	DE	Dornwald Werkzeugbau GmbH & Co. KG				DORNWALD	Erlangen	91052	BY	Quellenstraße 173			0500000303	KRED						D	20220805	SAPUSER3	0264 9201208	900/210/38378		DE408624326
100	0000200417	DE	Mühltal Elektrotechnik e.K.				MÜHLTAL	Detmold	32756	NW	Ulmenplatz 7			0500000304	KRED						D	20220926	SAPUSER4	0646 3918035	671/731/64110		DE789314306
100	0000200418	NL	Falkenburg Formenbau B.V.				FALKENBURG	Eindhoven	5611 AZ		Ulmengasse 1			0500000305	KRED						E	20201105	SAPUSER1	0383 9494836			NL806738758B90
100	0000200419	AT	Buchenweg Apparatebau AG				BUCHENWEG	Dornbirn	6850		Heidedamm 174			0500000306	KRED						D	20191210	SAPUSER4	0919 7802144			ATU45399584
100	0000200420	CH	Südburg Umformtechnik AG				SÜDBURG	Bern	3011		Tannenplatz 182			0500000307	KRED						D	20190321	SAPUSER1	0878 7232653			CHE641565956MWST
100	0000200421	DE	Lärchenburg Recycling GmbH				LÄRCHENBUR	Amberg	92224	BY	Amselplatz 57			0500000308	KRED						D	20240706	SAPUSER5	0835 9728883	576/132/27062		DE427810965
100	0000200422	DE	Kiefernsee Dichtungstechnik AG				KIEFERNSEE	Bamberg	96047	BY	Eichenstraße 163a			0500000309	KRED						D	20200901	SAPUSER5	0721 3893014	335/649/31919		DE600339821
100	0000200424	DE	Hochheim Möbelwerke GmbH & Co. KG				HOCHHEIM	Kaufbeuren	87600	BY	Eichengasse 65			0500000310	KRED						D	20210816	SAPUSER3	0682 8544352	904/113/18983		DE514909849
100	0000200426	NL	Falkenheim Schweißtechnik B.V.				FALKENHEIM	Almere	1315 HR		Mühlendamm 147a			0500000311	KRED						E	20230118	SAPUSER1	0428 2566568			NL162491669B75
100	0000200427	DE	Bergau Klimatechnik GmbH				BERGAU	Halberstadt	38820	ST	Fasanengasse 54	15133	38820	0500000312	KRED						D	20210706	SAPUSER5	0425 9921766	805/126/50547		DE667174262
100	0000200428	DE	Feldried Bedachungen KG				FELDRIED	Sindelfingen	71063	BW	Raiffeisenallee 2b			0500000313	KRED						D	20190315	SAPUSER2	0987 1559281	818/799/30750		DE424359898
100	0000200429	DE	Grünheim Formenbau GmbH				GRÜNHEIM	Leverkusen	51373	NW	Ulmenring 97			0500000314	KRED						D	20220722	SAPUSER3	0414 812309	102/739/20397		DE366738074
100	0000200430	AT	Lindenwald Kunststofftechnik GmbH				LINDENWALD	Villach	9500		Marktweg 88b			0500000315	KRED						D	20210217	SAPUSER2	0508 8503692			ATU83159843
100	0000200431	DE	Zederstein Speditionen GmbH				ZEDERSTEIN	Marburg	35037	HE	Postplatz 115			0500000316	KRED						D	20201013	SAPUSER5	0338 8359792	425/457/41197		DE529228351
100	0000200433	CH	Westtal Stahlbau GmbH				WESTTAL	Lausanne	1003		Nelkenallee 63b			0500000317	KRED						D	20190602	SAPUSER1	0245 8608911			CHE980147087MWST
100	0000200434	DE	Eichdorf Bauelemente AG				EICHDORF	Leer	26789	NI	Amselstraße 159			0500000318	KRED						D	20200926	SAPUSER5	0392 1072656	978/350/91200		DE729689673
100	0000200436	FR	Lärchental Zerspanung S.A.R.L.				LÄRCHENTAL	Rennes	35000		Nussbaumring 32			0500000319	LIEF	X					F	20191129	SAPUSER5	0545 2193791			FR62113365023
100	0000200437	DE	Mühlfeld Bedachungen GmbH				MÜHLFELD	Erding	85435	BY	Ahornstraße 53a			0500000320	KRED						D	20240702	SAPUSER2	0593 8248873	366/152/21690		DE610262469
100	0000200438	DE	Hartweg Industrieservice GmbH				HARTWEG	Gießen	35390	HE	Quellendamm 111			0500000321	KRED						D	20190319	SAPUSER4	0420 9813811	540/493/59955		DE726721591
100	0000200439	DE	Kiefernhaus Sanitärtechnik AG				KIEFERNHAU	Kaufbeuren	87600	BY	Zeppelinring 183			0500000322	KRED						D	20230107	SAPUSER1	0441 7650159	904/248/69312		DE426632161
100	0000200440	US	Ahornfurt Anlagenbau Inc.				AHORNFURT	Boston	02110	MA	Industriedamm 83			0500000323	KRED						E	20210113	SAPUSER5	0786 267014			
100	0000200441	DE	Kieferntal Logistik OHG				KIEFERNTAL	Jena	07743	TH	Gartengasse 78			0500000324	KRED						D	20210207	SAPUSER3	0334 4778247	464/818/75102		DE510886993
100	0000200442	CH	Südgrund Lebensmittel AG				SÜDGRUND	Winterthur	8400		Brunnenallee 199b			0500000325	LIEF	X					D	20240424	SAPUSER2	0563 8087649			CHE770132956MWST
100	0000200443	CH	Harthaus Umformtechnik GmbH				HARTHAUS	Sankt Gallen	9000		Eichenring 179			0500000326	KRED						D	20200809	SAPUSER5	0280 9195136			CHE637783529MWST
100	0000200444	DE	Talfels Elektrotechnik UG (haftungsbeschränkt)				TALFELS	Ratingen	40878	NW	Haseldamm 198a			0500000327	KRED						D	20190810	SAPUSER1	0766 3910580	916/273/46916		DE874895916
100	0000200445	DE	Langsee Oberflächentechnik GmbH				LANGSEE	Bremerhaven	27568	HB	Marktdamm 32			0500000328	KRED						D	20190609	SAPUSER3	0650 6468255	739/434/90190		DE441789011
100	0000200446	DE	Südbach Dichtungstechnik GmbH & Co. KG				SÜDBACH	Mainz	55116	RP	Gartendamm 196			0500000329	KRED						D	20190125	SAPUSER4	0826 4595408	677/775/71321		DE668666787
100	0000200447	US	Kleinsee Schweißtechnik Corp.				KLEINSEE	Houston	77002	TX	Ahornplatz 81			0500000330	KRED						E	20220122	SAPUSER5	0296 2585809			
100	0000200448	DE	Reindorf Bauelemente GmbH				REINDORF	Worms	67547	RP	Kirschallee 78			0500000331	KRED						D	20190601	SAPUSER4	0844 2887730	982/904/54195		DE148810838
100	0000200449	FR	Weidenstein Pumpen S.A.S.				WEIDENSTEI	Lyon	69001		Tannenweg 94			0500000332	KRED						F	20200306	SAPUSER4	0913 6563966			FR09267729239
100	0000200451	DE	Steinhof Umformtechnik SE				STEINHOF	Erding	85435	BY	Ahornplatz 55b			0500000333	KRED						D	20221014	SAPUSER3	0763 3779560	232/965/49539		DE524395092
100	0000200452	DE	Talhaus Zerspanung GmbH				TALHAUS	Potsdam	14467	BB	Ahornallee 129b			0500000334	KRED						D	20200904	SAPUSER5	0673 2482773	784/791/35636		DE340289423
100	0000200453	AT	Buchenbrück Verpackungen AG				BUCHENBRÜC	Wels	4600		Sonnenring 131			0500000335	KRED						D	20230325	SAPUSER3	0773 1486147			ATU37837733
100	0000200454	US	Lindenweg Pumpen Corp.				LINDENWEG	Detroit	48226	MI	Brunnenstraße 61			0500000336	KRED						E	20200209	SAPUSER3	0589 4516306			
100	0000200455	NL	Espendorf Fördertechnik B.V.				ESPENDORF	Breda	4811 DJ		Raiffeisengasse 76a			0500000337	KRED						E	20220815	SAPUSER1	0874 9246651			NL616389854B47
100	0000200456	DE	Neuheim Anlagenbau AG				NEUHEIM	Heidelberg	69117	BW	Lindenstraße 72			0500000338	KRED						D	20190810	SAPUSER4	0934 8695912	233/113/31468		DE436578706
100	0000200459	FR	Kiefernburg Systemtechnik S.A.				KIEFERNBUR	Grenoble	38000		Nussbaumallee 32			0500000339	KRED						F	20240109	SAPUSER2	0319 9547763			FR86120911135
100	0000200460	DE	Falkenhaus Kunststofftechnik KG				FALKENHAUS	Gera	07545	TH	Kirschplatz 177	12766	07545	0500000340	KRED						D	20200205	SAPUSER2	0633 6254097	113/798/31527		DE979948515
100	0000200461	DE	Nordtal Zerspanung KGaA				NORDTAL	Gotha	99867	TH	Haselweg 157			0500000341	KRED						D	20190813	SAPUSER3	0942 3258117	648/569/61803		DE464569220
100	0000200462	DE	Birkengrund Elektrotechnik KG				BIRKENGRUN	Duisburg	47051	NW	Heidegasse 55b			0500000342	KRED						D	20220609	SAPUSER3	0265 1058758	270/186/75841		DE848107870
100	0000200465	DE	Fichtenhof Recycling GmbH				FICHTENHOF	Reutlingen	72764	BW	Marktring 13			0500000343	KRED						D	20210313	SAPUSER2	0899 1626798	345/833/31950		DE877113040
100	0000200467	DE	Grünstein Anlagenbau GmbH				GRÜNSTEIN	Wesel	46483	NW	Pappeldamm 144			0500000344	KRED						D	20230703	SAPUSER1	0939 8770032	840/137/89682		DE628197720
100	0000200469	DE	Rheinhaus Präzisionsteile GmbH				RHEINHAUS	Greifswald	17489	MV	Schulstraße 54a			0500000345	KRED						D	20230124	SAPUSER1	0908 2712753	536/349/16854		DE163031632
100	0000200470	DE	Kleinburg Industrieservice GmbH				KLEINBURG	Elmshorn	25335	SH	Feldplatz 17			0500000346	KRED						D	20210825	SAPUSER3	0632 3612296	945/132/97670		DE390733505
100	0000200471	DE	Eichfels Bauelemente KG				EICHFELS	Lübeck	23552	SH	Lerchendamm 39			0500000347	KRED						D	20191126	SAPUSER3	0645 9296087	900/404/20133		DE853336962
100	0000200472	DE	Zederfeld Haustechnik GmbH				ZEDERFELD	Brandenburg an der Havel	14770	BB	Domgasse 134			0500000348	KRED						D	20240824	SAPUSER1	0462 2876234	745/733/17610		DE213910516
100	0000200473	DE	Weißried Pumpen GmbH & Co. KG				WEISSRIED	Lübeck	23552	SH	Mühlenweg 51			0500000349	KRED						D	20210415	SAPUSER3	0925 4731639	959/373/58199		DE171640974
100	0000200475	DE	Kleingrund Anlagenbau GmbH				KLEINGRUND	Augsburg	86150	BY	Sonnendamm 176a			0500000350	KRED						D	20211027	SAPUSER5	0948 1990836	233/631/35709		DE562765511
100	0000200476	DE	Holunderfeld Pumpen e.K.				HOLUNDERFE	Norderstedt	22846	SH	Quellenring 80			0500000351	KRED						D	20210918	SAPUSER4	0869 275181	205/752/72148		DE277772983
100	0000200477	PL	Kleingrund Umformtechnik Sp. z o.o.				KLEINGRUND	Wroclaw	50-001		Eichenallee 84			0500000352	KRED						E	20240505	SAPUSER4	0626 2749944			PL0850535071
100	0000200478	DE	Kleinhof Pumpen GmbH				KLEINHOF	Speyer	67346	RP	Postring 8	23211	67346	0500000353	KRED						D	20191202	SAPUSER5	0902 8177981	893/533/19219		DE835650379
100	0000200479	DE	Reinberg Umformtechnik e.K.				REINBERG	Waren	17192	MV	Schulstraße 190			0500000354	LIEF	X					D	20191201	SAPUSER1	0285 2571847	415/100/45565		DE437123728
100	0000200481	DE	Neuheim Formenbau GmbH				NEUHEIM	Bamberg	96047	BY	Eichenweg 111b	5397	96047	0500000355	KRED						D	20230308	SAPUSER5	0832 8238410	296/700/90340		DE188740363
100	0000200483	AT	Steinheim Messtechnik GmbH				STEINHEIM	Innsbruck	6020		Fasanenstraße 174b			0500000356	KRED						D	20190710	SAPUSER4	0497 987604			ATU86113620
100	0000200484	PL	Steinberg Fördertechnik Sp. z o.o.				STEINBERG	Poznan	60-001		Ulmenstraße 61			0500000357	KRED						E	20210723	SAPUSER4	0251 3571499			PL2570741538
100	0000200486	DE	Kiefernheim Behälterbau e.K.				KIEFERNHEI	Gera	07545	TH	Industrieallee 47			0500000358	KRED						D	20220930	SAPUSER4	0933 9384785	925/372/70788		DE794672618
100	0000200488	US	Südbrück Elektrotechnik Corp.				SÜDBRÜCK	Chicago	60601	IL	Lerchenring 1b			0500000359	KRED						E	20220416	SAPUSER1	0304 1634832			
100	0000200489	DE	Taltal Bauelemente GmbH				TALTAL	Papenburg	26871	NI	Brunnengasse 4b	52614	26871	0500000360	KRED						D	20210210	SAPUSER1	0312 4370928	729/565/27488		DE224515219
100	0000200490	DE	Rotwald Druckguss e.K.				ROTWALD	Buxtehude	21614	NI	Rosendamm 92a			0500000361	KRED						D	20240721	SAPUSER2	0495 4389257	630/570/46103		DE384029393
100	0000200492	DE	Altfeld Apparatebau UG (haftungsbeschränkt)				ALTFELD	Ahrensburg	22926	SH	Nelkendamm 37			0500000362	KRED						D	20220123	SAPUSER2	0786 5391790	428/539/23078		DE675682938
100	0000200493	DE	Brandwald Bedachungen GmbH & Co. KG				BRANDWALD	Kiel	24103	SH	Lerchendamm 154b			0500000363	KRED						D	20191016	SAPUSER1	0845 2310255	463/799/26412		DE504275353
100	0000200495	CH	Langburg Bedachungen GmbH				LANGBURG	Zürich	8001		Schulweg 115			0500000364	KRED						D	20220324	SAPUSER3	0458 9016743			CHE704379871MWST
100	0000200496	IT	Rheinbach Bedachungen S.r.l.				RHEINBACH	Milano	20121		Sonnenstraße 133			0500000365	KRED						I	20190511	SAPUSER4	0218 8035197			IT92286889341
100	0000200497	DE	Lindensee Haustechnik GmbH & Co. KG				LINDENSEE	Moers	47441	NW	Schulgasse 158			0500000366	KRED						D	20200607	SAPUSER1	0489 6153303	279/948/42398		DE112519449
100	0000200498	IT	Birkenhof Klimatechnik S.p.A.				BIRKENHOF	Padova	35121		Burgweg 148			0500000367	KRED						I	20220223	SAPUSER3	0630 9315893			IT52987930692
100	0000200499	DE	Birkenmark Behälterbau eG				BIRKENMARK	Aachen	52062	NW	Brunnenplatz 96			0500000368	KRED						D	20240126	SAPUSER5	0268 8560949	296/855/11998		DE495899755
100	0000200500	PL	Haselgrund Möbelwerke Sp. z o.o.				HASELGRUND	Krakow	30-001		Hafenallee 181a			0500000369	KRED						E	20210316	SAPUSER5	0789 5531278			PL5614180290
100	0000200503	DE	Buchenried Haustechnik UG (haftungsbeschränkt)				BUCHENRIED	Ahrensburg	22926	SH	Sonnengasse 178			0500000370	KRED						D	20210603	SAPUSER5	0735 9813236	389/132/90387		DE691739788
100	0000200504	IT	Rheinheim Chemie S.p.A.				RHEINHEIM	Milano	20121		Burgdamm 70b			0500000371	KRED						I	20221229	SAPUSER2	0506 6725319			IT79559857324
100	0000200506	NL	Lindenmark Haustechnik B.V.				LINDENMARK	Nijmegen	6511 AB		Industrieallee 177			0500000372	KRED						E	20240726	SAPUSER4	0480 9005411			NL619486697B71
100	0000200507	NL	Grünsee Haustechnik B.V.				GRÜNSEE	Almere	1315 HR		Rosenallee 30			0500000373	KRED						E	20240304	SAPUSER1	0333 6674469			NL443492377B60
100	0000200508	FR	Dornfeld Bauelemente S.A.S.				DORNFELD	Strasbourg	67000		Zeppelindamm 7			0500000374	KRED						F	20240513	SAPUSER1	0813 666815			FR36901082189
100	0000200509	DE	Waldhof Zerspanung GmbH				WALDHOF	Ahrensburg	22926	SH	Amselweg 105a			0500000375	KRED						D	20210824	SAPUSER4	0511 2777625	725/478/71015		DE223939491
100	0000200510	DE	Lindenstein Klimatechnik GmbH & Co. KG				LINDENSTEI	Waiblingen	71332	BW	Postplatz 11			0500000376	KRED						D	20190823	SAPUSER5	0221 8733257	557/863/94158		DE734630818
100	0000200511	DE	Falkenfurt Zerspanung OHG				FALKENFURT	Mülheim an der Ruhr	45468	NW	Amselallee 116			0500000377	KRED						D	20201225	SAPUSER5	0616 7242235	423/585/45909		DE548010857
100	0000200512	DE	Erlenhaus Stahlbau GmbH & Co. KG				ERLENHAUS	Jena	07743	TH	Haselweg 111			0500000378	KRED						D	20200928	SAPUSER5	0588 2380463	763/944/68628		DE925077405
100	0000200513	DE	Lärchenwald Bedachungen GmbH				LÄRCHENWAL	Kassel	34117	HE	Hafenring 183			0500000379	KRED						D	20190615	SAPUSER2	0389 8980665	935/222/36670		DE900493674
100	0000200515	NL	Buchendorf Haustechnik N.V.				BUCHENDORF	Breda	4811 DJ		Tannendamm 70a			0500000380	KRED						E	20201005	SAPUSER1	0203 5542950			NL196229576B84
100	0000200517	CH	Dorntal Systemtechnik GmbH				DORNTAL	Luzern	6003		Nelkengasse 151			0500000381	KRED						D	20211001	SAPUSER5	0975 4860571			CHE299649758MWST
100	0000200518	DE	Branddorf Bauelemente GmbH				BRANDDORF	Kempten	87435	BY	Bahnhofring 166			0500000382	KRED						D	20210831	SAPUSER4	0546 1095924	527/802/30570		DE352056037
100	0000200520	DE	Südsee Messtechnik GmbH				SÜDSEE	Heide	25746	SH	Nussbaumring 185a			0500000383	KRED						D	20190420	SAPUSER1	0979 1690164	391/943/88332		DE190293508
100	0000200522	CH	Fichtensee Dichtungstechnik AG				FICHTENSEE	Winterthur	8400		Heideplatz 33			0500000384	KRED						D	20220823	SAPUSER3	0562 6360279			CHE260047170MWST
100	0000200523	CH	Hartmark Fahrzeugteile AG				HARTMARK	Lausanne	1003		Kirschplatz 96b			0500000385	KRED						D	20191128	SAPUSER4	0845 3266552			CHE754606089MWST
100	0000200525	DE	Falkenfels Speditionen UG (haftungsbeschränkt)				FALKENFELS	Marburg	35037	HE	Brunnenallee 91			0500000386	KRED						D	20230818	SAPUSER4	0341 4096093	940/842/47050		DE340630831
100	0000200526	DE	Kiefernbrück Lagertechnik AG				KIEFERNBRÜ	Suhl	98527	TH	Heidegasse 3a			0500000387	KRED						D	20230505	SAPUSER3	0591 9415117	568/498/50878		DE505735521
100	0000200528	DE	Sandweg Anlagenbau GmbH & Co. KG				SANDWEG	Kempten	87435	BY	Pappelstraße 124			0500000388	KRED						D	20200328	SAPUSER2	0990 4538544	330/937/43765		DE289055427
100	0000200529	DE	Eichheim Anlagenbau OHG				EICHHEIM	Naumburg	06618	ST	Heidedamm 122a	16027	06618	0500000389	KRED						D	20220627	SAPUSER4	0965 2051285	513/124/48084		DE629804296
100	0000200530	DE	Grünsee Industrieservice AG				GRÜNSEE	Aschaffenburg	63739	BY	Marktstraße 22			0500000390	KRED						D	20200321	SAPUSER4	0267 2864379	345/422/88491		DE735566216
100	0000200532	DE	Buchenbrück Recycling GmbH				BUCHENBRÜC	Fürth	90762	BY	Birkenweg 146			0500000391	KRED						D	20210831	SAPUSER5	0859 1796983	581/323/15641		DE129256664
100	0000200533	DE	Bergburg Chemie UG (haftungsbeschränkt)				BERGBURG	Braunschweig	38100	NI	Sonnendamm 90			0500000392	KRED						D	20200626	SAPUSER3	0438 5684692	512/650/39538		DE675085070
100	0000200534	DE	Birkenhaus Chemie GmbH				BIRKENHAUS	Fürth	90762	BY	Nussbaumgasse 88a			0500000393	KRED						D	20221211	SAPUSER2	0781 1025322	187/225/41844		DE809461111
100	0000200535	DE	Birkenfurt Elektrotechnik GmbH & Co. KG				BIRKENFURT	Aurich	26603	NI	Industrieweg 142			0500000394	KRED						D	20200203	SAPUSER2	0338 9015416	691/292/33494		DE580331623
100	0000200536	DE	Rotmark Metallbau GmbH & Co. KG				ROTMARK	Lingen	49808	NI	Postgasse 103	36303	49808	0500000395	KRED						D	20201023	SAPUSER5	0528 4436538	500/180/89681		DE191437966
100	0000200537	DE	Kastaniensee Bedachungen OHG				KASTANIENS	Wesel	46483	NW	Kirschdamm 114			0500000396	KRED						D	20221114	SAPUSER2	0416 5389684	672/861/57228		DE983227426
100	0000200538	DE	Kastanienbach Logistik GmbH				KASTANIENB	Altenburg	04600	TH	Eichengasse 160			0500000397	KRED						D	20230924	SAPUSER3	0671 5389437	615/740/45142		DE415757491
100	0000200539	DE	Waldfeld Messtechnik GmbH & Co. KG				WALDFELD	Leverkusen	51373	NW	Brunnenstraße 156			0500000398	LIEF	X					D	20210928	SAPUSER5	0351 7494387	529/669/68504		DE471496414
100	0000200540	AT	Nordsee Werkzeugbau GmbH				NORDSEE	Sankt Pölten	3100		Erlendamm 52			0500000399	KRED						D	20201214	SAPUSER3	0635 8633551			ATU48766252
100	0000200541	DE	Espenwald Lagertechnik GmbH & Co. KG				ESPENWALD	Waiblingen	71332	BW	Birkenstraße 154			0500000400	KRED						D	20220807	SAPUSER3	0601 9460808	457/268/60346		DE162470827
100	0000200543	DE	Falkenbrück Umformtechnik AG				FALKENBRÜC	Mannheim	68159	BW	Nelkenweg 155a			0500000401	KRED						D	20200906	SAPUSER4	0265 4754143	218/973/96017		DE503918118
100	0000200544	DE	Dornfurt Lebensmittel GmbH				DORNFURT	Rendsburg	24768	SH	Burgstraße 199a			0500000402	KRED						D	20190928	SAPUSER5	0687 2909291	300/985/53415		DE396087769
100	0000200545	DE	Falkenheim Logistik GmbH				FALKENHEIM	Eisenach	99817	TH	Raiffeisenallee 114			0500000403	KRED						D	20200615	SAPUSER3	0698 384243	944/912/18612		DE403389617
100	0000200546	PL	Talsee Lagertechnik Sp. z o.o.				TALSEE	Wroclaw	50-001		Raiffeisenweg 6a			0500000404	KRED						E	20210122	SAPUSER5	0307 2397593			PL1839409420
100	0000200549	DE	Mühlfels Maschinenbau UG (haftungsbeschränkt)				MÜHLFELS	Tübingen	72070	BW	Fasanenring 144			0500000405	KRED						D	20210518	SAPUSER5	0612 8625278	813/147/87943		DE292396149
100	0000200550	DE	Fichtental Aufzugstechnik KG				FICHTENTAL	Chemnitz	09111	SN	Fasanengasse 65			0500000406	KRED						D	20200717	SAPUSER5	0671 2055798	125/446/38457		DE143243763
100	0000200551	DE	Espenfels Maschinenbau GmbH				ESPENFELS	Düren	52349	NW	Postring 119			0500000407	KRED						D	20200725	SAPUSER3	0317 145395	908/751/40093		DE183009157
100	0000200552	IT	Reinhof Elektrotechnik S.r.l.				REINHOF	Napoli	80121		Bahnhofring 153			0500000408	KRED						I	20230922	SAPUSER4	0808 4445775			IT10212432797
100	0000200554	DE	Dornweg Antriebstechnik UG (haftungsbeschränkt)				DORNWEG	Bremerhaven	27568	HB	Feldring 67	85312	27568	0500000409	KRED						D	20230330	SAPUSER5	0668 4599553	422/703/63173		DE572152359
100	0000200555	DE	Ulmenwald Systemtechnik KG				ULMENWALD	Bremerhaven	27568	HB	Nelkendamm 88			0500000410	KRED						D	20231210	SAPUSER3	0570 883378	142/217/58455		DE325635484
100	0000200556	AT	Ulmenwald Druckguss AG				ULMENWALD	Innsbruck	6020		Rosenplatz 156			0500000411	KRED						D	20200108	SAPUSER3	0231 1250998			ATU28836544
100	0000200558	DE	Kastanienwald Zerspanung e.K.				KASTANIENW	Winsen	21423	NI	Hafenring 60			0500000412	KRED						D	20231008	SAPUSER2	0317 9255769	716/203/12920		DE581580067
